person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31,female,High School,48742.0,11,RENT,2000.0,MEDICAL,10.37,0.04,7,650,Yes,0
29,female,High School,145237.0,6,MORTGAGE,12000.0,VENTURE,10.65,0.08,9,635,Yes,0
34,male,Associate,76061.0,9,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.99,0.2,9,690,Yes,0
26,female,Master,68070.0,2,RENT,5000.0,PERSONAL,7.91,0.07,2,653,Yes,0
40,male,Associate,18212.0,14,RENT,1000.0,MEDICAL,9.25,0.05,11,634,Yes,0
29,male,Associate,37179.0,11,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.51,0.13,8,700,Yes,0
36,male,Associate,77693.0,7,MORTGAGE,4891.0,PERSONAL,12.1,0.06,11,631,No,1
25,female,Bachelor,42909.0,4,RENT,4000.0,MEDICAL,15.7,0.09,4,703,No,1
35,female,Bachelor,106523.0,12,RENT,6000.0,PERSONAL,15.37,0.06,8,610,No,0
41,male,Associate,38380.0,19,RENT,8000.0,VENTURE,10.38,0.21,17,691,No,0
24,female,Associate,50397.0,1,OWN,9200.0,VENTURE,12.42,0.18,2,592,No,0
25,female,Associate,23029.0,0,RENT,2000.0,DEBTCONSOLIDATION,7.51,0.09,4,685,No,1
24,male,Bachelor,39776.0,0,RENT,7000.0,MEDICAL,13.98,0.18,2,574,Yes,0
27,female,Bachelor,49054.0,2,RENT,6000.0,DEBTCONSOLIDATION,11.02,0.12,9,625,Yes,0
29,female,Associate,90277.0,6,OWN,8725.0,EDUCATION,5.99,0.1,5,645,No,0
27,male,High School,144731.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.07,0.17,10,650,Yes,0
35,female,High School,97051.0,17,RENT,10000.0,EDUCATION,7.51,0.1,10,653,Yes,0
23,female,Associate,60911.0,0,RENT,5297.0,EDUCATION,13.99,0.09,3,537,Yes,0
46,male,High School,81395.0,27,MORTGAGE,24028.0,EDUCATION,11.1,0.3,12,617,Yes,0
24,male,High School,49349.0,3,MORTGAGE,5000.0,EDUCATION,14.82,0.1,3,617,Yes,0
31,female,Bachelor,33846.0,6,OWN,3000.0,EDUCATION,11.49,0.09,9,678,Yes,0
24,male,Master,139046.0,5,RENT,5000.0,HOMEIMPROVEMENT,8.9,0.04,3,625,Yes,0
25,female,Bachelor,103165.0,3,MORTGAGE,24000.0,DEBTCONSOLIDATION,10.99,0.23,4,716,Yes,0
23,female,Bachelor,79086.0,3,MORTGAGE,15000.0,EDUCATION,14.5,0.19,4,561,No,0
24,female,Master,68911.0,0,RENT,5565.0,EDUCATION,11.83,0.08,3,649,No,0
25,male,Bachelor,55384.0,2,MORTGAGE,13000.0,EDUCATION,12.99,0.23,2,689,No,0
26,female,High School,69094.0,1,RENT,10000.0,EDUCATION,13.88,0.14,4,636,Yes,0
22,male,Master,61258.0,0,OWN,16000.0,VENTURE,9.45,0.26,4,661,No,0
25,male,Master,38265.0,3,RENT,1800.0,DEBTCONSOLIDATION,8.32,0.05,2,657,No,0
27,male,Associate,143310.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,6.91,0.1,9,652,Yes,0
38,male,Master,118520.0,16,MORTGAGE,12000.0,MEDICAL,10.37,0.1,17,669,No,0
27,male,Bachelor,121020.0,7,MORTGAGE,15000.0,MEDICAL,13.88,0.12,5,642,Yes,0
24,female,High School,58575.0,0,MORTGAGE,12000.0,MEDICAL,7.29,0.2,3,625,Yes,0
23,male,High School,112487.0,3,MORTGAGE,5000.0,EDUCATION,8.94,0.04,4,605,No,0
30,male,Associate,137892.0,10,MORTGAGE,7200.0,MEDICAL,6.03,0.05,8,593,No,0
33,male,Bachelor,66782.0,8,MORTGAGE,1500.0,EDUCATION,10.56,0.02,11,622,Yes,0
23,male,High School,27004.0,2,RENT,5500.0,EDUCATION,13.04,0.2,4,606,Yes,0
23,male,High School,94550.0,1,RENT,30000.0,DEBTCONSOLIDATION,18.62,0.32,3,570,No,1
23,male,High School,157144.0,0,MORTGAGE,30000.0,VENTURE,11.11,0.19,4,615,Yes,0
24,male,Bachelor,79187.0,0,MORTGAGE,6000.0,PERSONAL,10.77,0.08,2,680,Yes,0
27,male,Associate,69894.0,4,OWN,15000.0,MEDICAL,11.99,0.21,10,642,No,0
37,male,Associate,78770.0,14,RENT,9000.0,DEBTCONSOLIDATION,6.91,0.11,15,621,No,0
28,female,Associate,181214.0,8,MORTGAGE,10000.0,EDUCATION,11.01,0.06,6,590,Yes,0
30,male,Bachelor,178654.0,6,RENT,25000.0,EDUCATION,15.95,0.14,8,591,No,1
23,male,High School,33086.0,0,OWN,5000.0,EDUCATION,10.65,0.15,4,636,No,0
26,male,Bachelor,124029.0,2,RENT,5600.0,MEDICAL,9.99,0.05,3,638,Yes,0
22,male,Master,99633.0,0,MORTGAGE,20000.0,EDUCATION,9.88,0.2,4,652,Yes,0
24,male,Bachelor,119457.0,3,MORTGAGE,10000.0,VENTURE,8.59,0.08,3,571,No,0
35,male,Associate,28184.0,14,RENT,3500.0,EDUCATION,14.1,0.12,9,697,Yes,0
26,female,Bachelor,123934.0,7,MORTGAGE,25000.0,PERSONAL,10.83,0.2,3,700,No,0
28,male,High School,47549.0,6,RENT,9558.0,MEDICAL,7.24,0.2,6,580,Yes,0
25,male,Bachelor,102203.0,1,RENT,6484.0,VENTURE,11.56,0.06,4,675,Yes,0
34,male,Master,54556.0,10,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.86,0.22,5,674,Yes,0
28,male,Associate,28748.0,4,RENT,4800.0,DEBTCONSOLIDATION,10.38,0.17,7,659,Yes,0
22,female,Associate,86445.0,0,RENT,11000.0,VENTURE,12.42,0.13,2,510,Yes,0
22,male,High School,61196.0,0,MORTGAGE,6800.0,VENTURE,6.92,0.11,4,573,No,0
21,female,High School,37237.0,0,RENT,12000.0,EDUCATION,5.79,0.32,2,594,No,1
28,male,Associate,111342.0,3,RENT,22000.0,EDUCATION,12.69,0.2,9,671,Yes,0
27,male,High School,159382.0,5,RENT,18000.0,DEBTCONSOLIDATION,8.49,0.11,9,647,Yes,0
30,female,High School,61730.0,8,RENT,12000.0,DEBTCONSOLIDATION,13.48,0.19,6,584,Yes,0
22,male,Associate,87438.0,1,MORTGAGE,5000.0,EDUCATION,6.54,0.06,4,663,No,0
22,female,Bachelor,39626.0,0,RENT,5000.0,DEBTCONSOLIDATION,7.68,0.13,4,676,No,0
23,male,Master,150836.0,3,MORTGAGE,14400.0,VENTURE,11.01,0.1,2,597,Yes,0
35,female,Doctorate,22440.0,11,RENT,3990.0,PERSONAL,13.84,0.18,13,653,No,1
24,male,Bachelor,47863.0,0,MORTGAGE,1251.0,MEDICAL,13.32,0.03,3,527,Yes,0
24,male,Bachelor,94624.0,1,RENT,18500.0,VENTURE,15.33,0.2,2,692,No,1
24,male,Bachelor,63169.0,6,OWN,20000.0,VENTURE,12.87,0.32,4,630,Yes,0
22,male,Master,145306.0,1,MORTGAGE,6000.0,EDUCATION,8.9,0.04,3,638,No,0
26,female,Bachelor,91794.0,6,MORTGAGE,3000.0,VENTURE,11.39,0.03,5,625,Yes,0
24,male,Associate,64434.0,0,RENT,10000.0,DEBTCONSOLIDATION,15.52,0.16,3,687,Yes,0
29,female,High School,79929.0,6,MORTGAGE,3000.0,PERSONAL,7.66,0.04,7,615,Yes,0
45,male,Doctorate,45165.0,25,RENT,20000.0,HOMEIMPROVEMENT,11.71,0.44,15,579,No,1
22,female,High School,32072.0,0,RENT,7562.0,DEBTCONSOLIDATION,10.93,0.24,3,574,Yes,0
29,female,High School,72595.0,8,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.29,0.17,7,643,Yes,0
44,male,Associate,58915.0,21,RENT,7500.0,MEDICAL,11.49,0.13,15,717,No,0
41,male,Associate,53032.0,17,RENT,15000.0,VENTURE,12.73,0.28,15,690,No,1
24,male,Bachelor,47063.0,2,OWN,12000.0,VENTURE,10.38,0.25,4,526,Yes,0
39,male,Associate,48948.0,18,OWN,15000.0,HOMEIMPROVEMENT,5.42,0.31,13,696,No,0
22,male,Bachelor,42826.0,0,MORTGAGE,12149.0,VENTURE,14.14,0.28,4,628,Yes,0
32,male,Associate,114775.0,8,MORTGAGE,8500.0,PERSONAL,5.79,0.07,6,631,Yes,0
26,female,Master,49214.0,8,MORTGAGE,7200.0,EDUCATION,7.49,0.15,2,705,No,0
24,female,Bachelor,58809.0,3,RENT,6000.0,EDUCATION,11.01,0.1,3,717,No,0
30,male,Associate,45535.0,6,MORTGAGE,6600.0,MEDICAL,13.49,0.14,9,586,Yes,0
31,male,High School,109040.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.9,0.14,9,541,Yes,0
26,male,Associate,147899.0,5,RENT,10000.0,HOMEIMPROVEMENT,10.65,0.07,2,590,Yes,0
37,male,High School,78610.0,14,RENT,3000.0,DEBTCONSOLIDATION,12.53,0.04,14,580,Yes,0
30,female,Associate,76608.0,4,RENT,20000.0,PERSONAL,13.92,0.26,9,604,No,1
47,male,Master,60950.0,23,MORTGAGE,4000.0,EDUCATION,11.01,0.07,12,668,Yes,0
25,female,High School,40410.0,2,MORTGAGE,3000.0,MEDICAL,11.99,0.07,2,621,Yes,0
33,female,Master,121272.0,11,MORTGAGE,15000.0,PERSONAL,10.0,0.12,7,623,No,0
30,male,Master,144931.0,9,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.38,0.03,9,644,Yes,0
25,male,Bachelor,96761.0,2,RENT,16000.0,VENTURE,9.88,0.17,2,625,No,0
27,male,Bachelor,50035.0,3,RENT,2000.0,VENTURE,7.49,0.04,9,660,Yes,0
22,female,Master,50188.0,0,MORTGAGE,6400.0,VENTURE,9.99,0.13,4,641,No,0
21,male,Bachelor,67116.0,0,MORTGAGE,10000.0,EDUCATION,14.72,0.15,2,626,No,0
32,female,Bachelor,45738.0,11,RENT,5000.0,MEDICAL,6.03,0.11,9,697,Yes,0
21,female,Associate,73094.0,0,MORTGAGE,12000.0,EDUCATION,11.36,0.16,3,615,Yes,0
34,female,Associate,181196.0,10,MORTGAGE,28000.0,VENTURE,11.71,0.15,5,700,No,0
27,male,High School,58793.0,6,OWN,24000.0,VENTURE,9.91,0.41,9,508,Yes,0
35,male,Bachelor,38427.0,13,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.46,0.13,5,666,No,1
25,female,High School,133313.0,2,MORTGAGE,6405.0,EDUCATION,13.51,0.05,3,615,No,0
27,male,High School,32145.0,2,RENT,6000.0,PERSONAL,10.75,0.19,10,640,Yes,0
29,female,High School,108497.0,4,OWN,8000.0,EDUCATION,13.23,0.07,5,528,Yes,0
29,male,Bachelor,91401.0,7,RENT,4000.0,DEBTCONSOLIDATION,8.49,0.04,6,584,Yes,0
24,female,Associate,66079.0,0,OWN,10000.0,PERSONAL,10.99,0.15,3,665,No,0
22,female,High School,22616.0,0,OWN,2000.0,VENTURE,11.49,0.09,3,567,No,0
25,male,Associate,75644.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.88,0.13,3,637,Yes,0
76,female,Bachelor,90934.0,58,RENT,15000.0,MEDICAL,8.94,0.16,25,737,No,0
24,female,Associate,67131.0,0,OWN,10000.0,EDUCATION,10.37,0.15,4,622,Yes,0
28,male,Bachelor,106738.0,5,MORTGAGE,10000.0,EDUCATION,7.66,0.09,4,697,Yes,0
35,male,Doctorate,61460.0,15,RENT,5000.0,VENTURE,13.57,0.08,8,656,Yes,0
23,male,High School,114815.0,3,MORTGAGE,35000.0,EDUCATION,7.9,0.3,2,663,No,0
23,male,Associate,79284.0,2,MORTGAGE,7000.0,VENTURE,8.01,0.09,4,661,Yes,0
22,male,Bachelor,90285.0,1,MORTGAGE,11500.0,MEDICAL,9.99,0.13,3,661,No,0
30,male,Master,97050.0,7,RENT,8900.0,MEDICAL,6.17,0.09,10,709,No,0
27,female,Master,58547.0,2,MORTGAGE,9600.0,EDUCATION,13.61,0.16,4,678,No,0
29,male,High School,81236.0,10,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.14,0.12,6,589,No,0
24,male,Master,44607.0,0,MORTGAGE,4800.0,PERSONAL,6.91,0.11,3,647,Yes,0
22,female,High School,102986.0,2,MORTGAGE,5000.0,EDUCATION,12.61,0.05,2,656,Yes,0
25,male,Associate,115907.0,5,MORTGAGE,14000.0,MEDICAL,6.03,0.12,3,641,No,0
26,male,Bachelor,48683.0,6,RENT,1764.0,MEDICAL,12.2,0.04,4,695,No,0
25,female,Bachelor,117390.0,1,MORTGAGE,6523.0,HOMEIMPROVEMENT,12.93,0.06,2,547,Yes,0
30,male,Master,60880.0,6,RENT,3000.0,HOMEIMPROVEMENT,13.1,0.05,10,733,No,0
29,female,Associate,80403.0,11,MORTGAGE,7000.0,DEBTCONSOLIDATION,9.91,0.09,6,550,Yes,0
35,male,Associate,54797.0,15,RENT,12000.0,MEDICAL,11.48,0.22,7,620,Yes,0
26,male,Associate,60633.0,4,RENT,9000.0,EDUCATION,6.17,0.15,4,579,No,0
34,female,Bachelor,93206.0,12,RENT,4800.0,VENTURE,7.14,0.05,7,638,No,0
21,male,Master,79826.0,0,MORTGAGE,3600.0,EDUCATION,15.99,0.05,3,654,No,0
22,female,Master,222975.0,0,RENT,25000.0,EDUCATION,11.36,0.11,4,625,Yes,0
27,male,High School,156750.0,4,MORTGAGE,11000.0,EDUCATION,9.62,0.07,5,659,Yes,0
22,male,High School,55432.0,0,RENT,7500.0,EDUCATION,11.01,0.14,4,589,Yes,0
33,male,Associate,84558.0,10,MORTGAGE,3700.0,DEBTCONSOLIDATION,5.99,0.04,6,653,Yes,0
27,male,High School,28876.0,8,RENT,3000.0,EDUCATION,17.8,0.1,10,597,Yes,0
39,female,High School,61222.0,17,RENT,5500.0,DEBTCONSOLIDATION,6.57,0.09,13,560,Yes,0
25,male,High School,103132.0,3,MORTGAGE,20000.0,VENTURE,13.92,0.19,3,630,Yes,0
26,female,Master,66738.0,4,MORTGAGE,2800.0,VENTURE,13.49,0.04,2,671,No,0
27,female,Bachelor,108616.0,4,RENT,16000.0,HOMEIMPROVEMENT,8.88,0.15,9,633,Yes,0
39,male,High School,53554.0,16,OWN,10000.0,PERSONAL,7.62,0.19,15,656,Yes,0
28,female,Bachelor,104752.0,5,MORTGAGE,5000.0,MEDICAL,7.9,0.05,5,702,Yes,0
28,female,High School,91317.0,4,MORTGAGE,15000.0,VENTURE,8.76,0.16,7,615,Yes,0
29,female,Bachelor,87755.0,3,MORTGAGE,28424.0,VENTURE,14.17,0.32,10,534,Yes,0
21,male,Bachelor,108954.0,0,RENT,5600.0,DEBTCONSOLIDATION,6.54,0.05,4,695,Yes,0
24,female,Bachelor,121087.0,0,RENT,11000.0,DEBTCONSOLIDATION,5.42,0.09,4,547,Yes,0
29,male,Bachelor,102606.0,5,MORTGAGE,10000.0,PERSONAL,7.88,0.1,5,674,Yes,0
23,male,High School,61085.0,0,MORTGAGE,10000.0,PERSONAL,10.99,0.16,3,653,No,0
29,female,Bachelor,130341.0,5,MORTGAGE,20588.0,HOMEIMPROVEMENT,10.74,0.16,9,562,Yes,0
29,male,High School,87979.0,8,MORTGAGE,9000.0,PERSONAL,10.59,0.1,9,619,No,0
27,male,High School,46980.0,6,RENT,2400.0,MEDICAL,10.65,0.05,6,644,No,0
23,male,High School,72808.0,2,RENT,11400.0,PERSONAL,15.23,0.16,4,642,No,0
26,male,Master,37143.0,0,RENT,3200.0,DEBTCONSOLIDATION,11.01,0.09,3,633,No,0
25,female,High School,70486.0,1,MORTGAGE,17500.0,HOMEIMPROVEMENT,13.11,0.25,4,626,Yes,0
36,male,Associate,60690.0,14,RENT,7200.0,VENTURE,13.98,0.12,17,660,Yes,0
24,female,Associate,35858.0,1,RENT,5000.0,VENTURE,10.99,0.14,4,647,No,0
22,male,Associate,38464.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.79,0.13,4,627,Yes,0
27,female,High School,29455.0,4,RENT,5214.0,VENTURE,10.04,0.18,5,624,Yes,0
24,female,Master,79090.0,0,RENT,6400.0,MEDICAL,9.99,0.08,3,700,Yes,0
32,female,Associate,78620.0,8,MORTGAGE,25000.0,DEBTCONSOLIDATION,11.21,0.32,5,683,No,1
22,male,Master,60888.0,0,MORTGAGE,9000.0,DEBTCONSOLIDATION,8.49,0.15,2,548,Yes,0
27,female,Bachelor,90931.0,0,RENT,15000.0,VENTURE,8.69,0.16,9,506,Yes,0
23,female,Bachelor,90987.0,0,RENT,6000.0,PERSONAL,6.03,0.07,4,587,Yes,0
37,female,Associate,60942.0,15,MORTGAGE,16000.0,MEDICAL,11.01,0.26,12,623,Yes,0
60,male,Associate,87299.0,39,OWN,10000.0,PERSONAL,10.59,0.11,24,637,Yes,0
24,female,Bachelor,111373.0,2,OWN,10000.0,MEDICAL,19.29,0.09,2,651,No,1
29,male,Master,75542.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,5.99,0.13,8,674,No,0
26,female,Bachelor,87196.0,4,RENT,10000.0,PERSONAL,9.68,0.11,4,685,No,0
22,male,Bachelor,87547.0,0,RENT,15000.0,VENTURE,17.19,0.17,2,678,Yes,0
35,male,Master,29791.0,11,RENT,2000.0,MEDICAL,9.3,0.07,8,616,Yes,0
29,female,Master,79374.0,4,RENT,15000.0,EDUCATION,16.0,0.19,8,709,Yes,0
36,male,Associate,63226.0,13,RENT,6000.0,EDUCATION,9.99,0.09,12,630,Yes,0
27,female,Bachelor,60537.0,5,OWN,12000.0,MEDICAL,10.38,0.2,10,576,Yes,0
29,male,Master,72900.0,5,RENT,17000.0,PERSONAL,14.12,0.23,9,617,Yes,0
25,female,Associate,60766.0,3,MORTGAGE,4800.0,HOMEIMPROVEMENT,13.61,0.08,2,634,Yes,0
32,male,Bachelor,57554.0,10,OWN,6000.0,VENTURE,8.9,0.1,5,640,Yes,0
26,male,Bachelor,101191.0,6,MORTGAGE,1600.0,MEDICAL,6.76,0.02,3,611,Yes,0
29,female,Associate,45687.0,2,MORTGAGE,3000.0,PERSONAL,16.82,0.07,7,530,Yes,0
36,female,High School,180811.0,9,MORTGAGE,10000.0,EDUCATION,10.34,0.06,15,610,No,0
25,male,Master,97083.0,2,MORTGAGE,13000.0,DEBTCONSOLIDATION,6.54,0.13,3,613,Yes,0
28,female,Bachelor,169201.0,4,MORTGAGE,25000.0,HOMEIMPROVEMENT,12.53,0.15,7,700,Yes,0
26,male,Associate,39118.0,2,RENT,6400.0,EDUCATION,14.35,0.16,4,461,Yes,0
29,female,Master,78936.0,6,RENT,12000.0,PERSONAL,16.49,0.15,7,704,No,0
31,male,High School,88320.0,7,RENT,9600.0,MEDICAL,7.81,0.11,7,641,Yes,0
37,male,Bachelor,36833.0,11,RENT,4000.0,MEDICAL,11.89,0.11,17,696,No,0
26,female,Bachelor,87280.0,3,OWN,10000.0,MEDICAL,7.74,0.11,4,615,No,0
34,female,Master,39556.0,12,MORTGAGE,2275.0,HOMEIMPROVEMENT,6.17,0.06,6,653,Yes,0
25,male,Master,62883.0,3,RENT,3600.0,DEBTCONSOLIDATION,7.49,0.06,3,698,Yes,0
39,male,Bachelor,89330.0,15,RENT,7000.0,MEDICAL,9.91,0.08,13,722,Yes,0
24,male,High School,61309.0,5,MORTGAGE,9000.0,PERSONAL,11.01,0.15,3,628,No,0
30,male,Master,123321.0,7,RENT,25000.0,VENTURE,9.62,0.2,8,610,Yes,0
27,female,Associate,109982.0,4,MORTGAGE,11525.0,PERSONAL,7.49,0.1,7,629,No,0
25,male,Bachelor,84745.0,6,RENT,10000.0,EDUCATION,11.55,0.12,3,625,Yes,0
25,male,Bachelor,55229.0,2,MORTGAGE,7500.0,EDUCATION,8.32,0.14,3,578,Yes,0
28,male,Master,88371.0,3,RENT,9425.0,HOMEIMPROVEMENT,11.49,0.11,8,668,No,0
23,female,High School,40632.0,0,RENT,20000.0,EDUCATION,16.0,0.49,2,649,No,1
24,female,Associate,45048.0,1,MORTGAGE,6250.0,DEBTCONSOLIDATION,7.14,0.14,4,643,No,1
27,female,High School,38469.0,5,MORTGAGE,7500.0,HOMEIMPROVEMENT,7.74,0.19,8,627,No,0
24,male,Bachelor,103060.0,1,MORTGAGE,8000.0,PERSONAL,14.98,0.08,3,617,No,0
