customer_id,tenure_months,monthly_spend,support_calls,city,plan,churned
145,63,909.69,3,Delhi,standard,0
146,-1,540.26,0,Delhi,basic,0
147,20,1678.96,1,Delhi,standard,0
148,54,980.61,1,Mumbai,premium,0
149,64,,2,Delhi,basic,0
150,26,1230.3,3,Mumbai,standard,0
151,10,278.17,1,Mumbai,basic,0
152,66,1771.51,1,Mumbai,basic,0
153,16,475.04,2,Mumbai,basic,0
154,61,1867.4,1,Pune,basic,0
155,68,1415.63,0,Delhi,basic,0
156,71,863.99,0,Mumbai,basic,0
157,56,698.51,2,Chennai,standard,0
158,17,459.71,2,Pune,basic,1
159,23,1355.97,0,Mumbai,basic,0
160,62,2629.09,0,Chennai,basic,1
161,24,,1,Chennai,standard,0
162,34,751.66,1,Mumbai,basic,0
163,47,808.05,0,Delhi,basic,0
164,37,1157.23,2,Chennai,premium,0
165,61,770.21,0,Mumbai,basic,0
166,39,777.55,2,Mumbai,basic,0
167,44,824.32,0,Delhi,standard,0
168,7,2159.44,0,Mumbai,premium,1
169,46,474.59,3,Pune,standard,0
170,63,779.21,0,Delhi,standard,0
171,32,2441.05,3,Mumbai,basic,0
172,43,1349.94,1,Chennai,standard,1
173,21,751.76,2,Mumbai,basic,0
174,8,1500.13,0,Delhi,basic,0
175,29,1497.47,0,Mumbai,premium,0
176,53,,1,Chennai,basic,0
177,23,2450.87,2,Mumbai,premium,0
178,9,657.22,3,Delhi,standard,0
179,21,1762.16,2,Delhi,basic,0
180,28,1874.13,3,Delhi,standard,0
181,34,1017.63,2,Pune,basic,0
182,48,606.35,1,Delhi,basic,0
183,9,1052.46,5,Mumbai,premium,1
184,34,580.07,2,Mumbai,standard,1
185,55,1766.94,2,Pune,premium,0
186,5,495.52,0,Chennai,standard,0
187,66,1858.15,1,Pune,basic,0
188,45,1212.68,1,Mumbai,basic,0
189,37,870.73,1,Pune,standard,0
190,27,297.45,2,Delhi,basic,0
191,32,2281.82,3,Delhi,standard,1
192,28,1604.42,0,Pune,standard,0
193,50,2548.46,3,Chennai,basic,0
194,12,631.2,0,Chennai,basic,1
195,52,823.66,0,Pune,basic,0
196,14,2348.06,1,Delhi,basic,0
197,67,1545.16,3,Mumbai,basic,0
198,71,1193.34,3,Delhi,standard,0
199,14,1284.57,2,Mumbai,basic,1
200,43,2650.93,1,Mumbai,standard,0
201,60,530.29,2,Pune,basic,0
202,42,632.79,2,Mumbai,standard,0
203,44,1633.04,0,Delhi,premium,0
204,56,799.1,0,Delhi,standard,0
205,4,655.01,0,Delhi,premium,0
206,28,912.54,0,Mumbai,standard,0
207,3,835.82,1,Mumbai,standard,1
208,11,616.81,1,Mumbai,standard,0
209,39,2127.51,0,Pune,standard,0
210,44,1364.96,0,Chennai,premium,0
211,63,,0,Mumbai,standard,0
212,29,1512.78,0,Delhi,premium,0
213,58,689.11,0,Mumbai,basic,0
214,29,748.86,0,Pune,standard,0
215,5,1341.82,2,Delhi,basic,0
216,7,1008.42,1,Mumbai,basic,0
217,61,1372.55,2,Mumbai,standard,0
218,30,1806.54,2,Delhi,standard,0
219,16,2372.03,2,Mumbai,standard,0
220,4,,3,Delhi,standard,1
221,16,547.5,1,Mumbai,standard,0
222,-1,1175.49,2,Delhi,standard,0
223,11,840.35,1,Mumbai,standard,1
224,27,,1,Pune,premium,0
225,22,851.84,1,Mumbai,basic,0
226,51,825.33,2,Pune,standard,0
227,29,852.09,1,Mumbai,standard,0
228,42,940.4,3,Pune,basic,0
229,5,1164.25,1,Mumbai,standard,0
230,32,1540.07,1,Chennai,basic,0
231,39,2023.62,2,Chennai,basic,0
232,25,1180.59,1,Mumbai,basic,1
233,47,546.63,0,Mumbai,basic,0
234,3,1005.39,2,Mumbai,premium,0
235,6,1163.16,3,Delhi,basic,1
236,47,1417.18,1,Mumbai,standard,0
237,44,2717.76,1,Chennai,standard,0
238,8,887.71,0,Chennai,basic,0
239,41,1353.64,1,Pune,standard,0
240,17,470.67,1,Pune,basic,1
241,36,1566.64,2,Delhi,basic,0
242,69,547.11,2,Delhi,basic,0
243,13,1238.31,2,Delhi,premium,0
244,27,957.09,2,Delhi,standard,0
245,57,1007.85,2,Mumbai,standard,0
246,26,1662.4,1,Delhi,basic,0
247,58,1253.07,1,Chennai,basic,0
248,49,1907.13,5,Delhi,basic,0
249,38,1676.9,1,Delhi,basic,0
250,20,1970.52,0,Delhi,basic,0
251,57,987.72,2,Chennai,premium,0
252,27,2694.85,0,Delhi,basic,0
253,66,1458.01,1,Delhi,basic,0
254,22,1174.99,0,Delhi,basic,0
255,7,1061.8,1,Mumbai,basic,1
256,50,1376.49,3,Mumbai,standard,0
257,28,1998.25,1,Mumbai,standard,0
258,6,1186.04,5,Pune,premium,0
259,59,1633.87,1,Mumbai,standard,0
260,28,582.96,0,Mumbai,premium,0
261,67,1116.26,2,Mumbai,premium,0
262,71,1635.76,1,Delhi,standard,0
263,63,620.51,0,Chennai,basic,0
264,46,1891.99,2,Pune,standard,0
265,17,1268.49,0,Pune,standard,0
266,34,2254.11,0,Pune,standard,0
267,60,867.19,2,Delhi,premium,0
268,21,1309.11,1,Mumbai,basic,0
269,50,1156.43,2,Mumbai,basic,0
270,2,593.07,0,Delhi,basic,0
271,51,629.4,1,Mumbai,basic,0
272,65,435.48,1,Pune,premium,0
273,6,1382.37,2,Delhi,standard,0
274,66,724.66,1,Delhi,basic,0
275,7,,1,Mumbai,standard,0
276,70,1556.46,2,Delhi,standard,0
277,34,1213.89,1,Mumbai,standard,0
278,35,1568.69,3,Pune,standard,0
279,7,2780.06,0,Mumbai,basic,0
280,43,1053.22,2,Pune,premium,0
281,16,510.26,2,Delhi,basic,1
282,21,1012.48,1,Mumbai,basic,0
283,7,717.3,2,Pune,basic,0
284,59,1001.56,1,Mumbai,basic,0
285,9,1104.96,1,Mumbai,premium,0
286,42,457.92,1,Delhi,basic,0
287,41,1895.87,1,Chennai,basic,0
288,22,1152.16,3,Delhi,standard,0
289,7,2350.54,1,Delhi,standard,0
290,21,468.03,1,Chennai,basic,0
291,19,1763.23,7,Pune,basic,1
292,-1,1404.15,0,Delhi,basic,0
293,35,1659.48,0,Mumbai,basic,0
294,48,1271.44,1,Mumbai,premium,1
295,64,1001.32,3,Pune,premium,0
296,55,1150.6,0,Delhi,standard,0
297,60,736.94,1,Mumbai,standard,0
298,8,421.22,1,Pune,basic,0
299,55,1335.45,2,Pune,basic,0
300,66,1976.08,0,Chennai,premium,0
301,52,,1,Chennai,standard,0
302,54,1163.7,1,Delhi,basic,0
303,12,1259.39,3,Mumbai,basic,0
304,58,1179.14,2,Mumbai,standard,0
305,42,1101.37,3,Delhi,basic,1
306,15,1946.59,1,Chennai,standard,0
307,63,167.73,1,Mumbai,standard,0
308,11,802.57,2,Pune,premium,0
309,21,1235.08,1,Mumbai,standard,0
310,53,929.25,1,Delhi,basic,0
311,17,980.53,1,Mumbai,basic,1
312,67,1788.79,2,Mumbai,basic,0
313,-1,1844.77,2,Mumbai,basic,0
314,25,1601.09,1,Mumbai,standard,0
315,55,1823.52,2,Delhi,basic,0
316,8,417.06,0,Mumbai,basic,0
317,26,432.92,2,Chennai,standard,0
318,24,1858.68,5,Pune,premium,0
319,47,899.54,3,Pune,standard,0
320,60,1801.21,2,Chennai,basic,0
321,11,1164.87,0,Mumbai,standard,1
322,59,932.52,1,Pune,premium,0
323,47,2552.58,1,Chennai,premium,0
324,17,310.48,0,Delhi,basic,0
325,35,1698.01,2,Chennai,standard,1
326,11,697.3,3,Pune,premium,0
327,17,1133.8,1,Mumbai,premium,0
328,36,1546.85,0,Chennai,standard,0
329,47,1817.38,1,Mumbai,basic,0
330,23,787.91,2,Mumbai,standard,0
331,51,658.85,1,Mumbai,standard,0
332,61,892.32,1,Delhi,standard,0
333,10,577.98,5,Chennai,standard,0
334,34,1664.73,1,Chennai,standard,0
335,1,288.37,1,Delhi,standard,1
336,17,1158.19,0,Mumbai,standard,0
337,-1,1300.61,2,Pune,basic,0
338,31,2776.63,1,Delhi,premium,0
339,22,,0,Delhi,basic,0
340,16,1318.09,1,Mumbai,basic,1
341,9,1313.82,0,Mumbai,basic,0
342,50,899.2,1,Mumbai,basic,1
343,51,393.63,2,Mumbai,basic,0
344,70,768.76,2,Delhi,standard,0
345,22,592.12,1,Pune,basic,0
346,44,1327.32,0,Delhi,basic,0
347,6,1702.45,0,Mumbai,standard,0
348,17,805.9,0,Delhi,standard,0
349,30,,1,Delhi,standard,0
350,58,656.06,0,Mumbai,standard,0
351,69,894.01,1,Delhi,premium,0
352,26,818.38,3,Mumbai,basic,1
353,61,2063.2,2,Delhi,premium,0
354,7,779.68,0,Mumbai,basic,0
355,21,983.64,1,Pune,basic,1
356,11,2044.67,0,Pune,basic,0
357,40,605.08,0,Pune,basic,0
358,27,1484.77,2,Mumbai,standard,0
359,16,,0,Delhi,basic,0
360,60,905.04,1,Pune,standard,0
361,61,1306.8,0,Mumbai,premium,0
362,17,915.07,2,Delhi,standard,0
363,20,,1,Mumbai,basic,0
364,56,1234.55,1,Delhi,basic,0
365,44,1510.14,2,Mumbai,basic,0
366,6,917.55,2,Mumbai,standard,0
367,36,1178.98,1,Pune,standard,0
368,60,1346.38,0,Delhi,standard,0
369,66,1703.89,2,Delhi,standard,0
370,51,520.22,4,Pune,premium,0
371,13,2138.03,1,Delhi,standard,0
372,7,758.52,0,Delhi,premium,0
373,64,1018.82,1,Delhi,basic,0
374,4,1625.76,1,Mumbai,basic,0
375,17,931.98,0,Mumbai,basic,0
376,18,1059.98,0,Mumbai,premium,0
377,35,1292.86,0,Pune,standard,0
378,13,1317.99,1,Delhi,standard,0
379,65,1223.45,2,Pune,basic,0
380,46,813.69,0,Mumbai,basic,0
381,23,534.7,1,Mumbai,standard,0
382,34,1203.44,1,Mumbai,standard,0
383,12,641.4,1,Mumbai,standard,0
384,41,841.26,0,Delhi,basic,0
385,62,589.41,3,Mumbai,basic,0
386,21,610.24,2,Pune,basic,0
387,36,1694.94,2,Delhi,premium,0
388,70,1265.47,2,Mumbai,premium,0
389,33,878.53,1,Mumbai,standard,0
390,8,907.91,1,Pune,premium,0
391,25,574.93,3,Chennai,basic,1
392,48,1531.2,0,Pune,standard,0
393,3,1923.2,2,Delhi,standard,1
394,38,757.65,3,Delhi,standard,1
395,32,634.46,2,Pune,standard,0
396,71,863.87,1,Delhi,standard,0
397,56,1528.5,1,Mumbai,premium,0
398,68,737.86,1,Delhi,basic,0
399,7,376.89,4,Delhi,standard,0
400,35,1145.55,1,Chennai,standard,0
401,48,1750.64,1,Pune,standard,0
402,32,1561.24,0,Delhi,basic,0
403,29,785.6,0,Pune,basic,0
404,26,1694.31,1,Mumbai,standard,0
405,2,1492.2,2,Pune,basic,1
406,13,1725.14,1,Mumbai,standard,0
407,69,,2,Pune,basic,0
408,49,1354.52,6,Chennai,standard,0
409,8,1071.24,3,Pune,premium,0
410,63,902.37,1,Delhi,standard,0
411,56,525.78,0,Delhi,basic,0
412,34,1187.18,1,Chennai,standard,0
413,19,874.51,2,Chennai,standard,0
414,66,2200.65,1,Delhi,basic,0
415,51,1624.14,2,Chennai,basic,0
416,18,409.41,1,Mumbai,standard,0
417,15,1300.42,1,Mumbai,basic,0
418,19,1596.05,2,Delhi,standard,0
419,16,1055.77,0,Pune,premium,0
420,68,523.66,2,Mumbai,premium,0
421,30,945.35,2,Pune,standard,1
422,66,1338.27,1,Delhi,basic,0
423,15,330.3,2,Delhi,standard,0
424,37,494.22,1,Mumbai,standard,0
425,61,801.92,2,Mumbai,standard,0
426,40,,0,Mumbai,basic,0
427,11,534.12,1,Mumbai,standard,0
428,26,,4,Mumbai,standard,0
429,70,725.26,0,Pune,standard,0
430,3,251.5,0,Mumbai,standard,0
431,19,921.85,1,Mumbai,basic,1
432,27,703.27,3,Mumbai,standard,1
433,-1,,2,Mumbai,basic,0
434,70,1750.52,2,Pune,standard,0
435,47,1023.07,1,Delhi,premium,0
436,37,3556.89,0,Mumbai,basic,0
437,14,1358.6,2,Delhi,basic,0
438,58,573.2,1,Mumbai,basic,0
439,10,573.15,1,Delhi,standard,0
440,12,1381.36,2,Pune,premium,0
441,31,655.38,0,Delhi,premium,0
442,53,853.08,1,Delhi,basic,0
443,58,166.35,2,Delhi,basic,0
444,42,758.31,1,Chennai,standard,0
445,35,648.09,3,Chennai,standard,0
446,71,804.82,1,Pune,standard,0
447,17,2159.55,2,Delhi,basic,0
448,23,612.16,0,Pune,standard,0
449,62,478.69,0,Mumbai,standard,0
450,34,1663.64,4,Mumbai,basic,0
451,56,563.14,4,Mumbai,standard,1
452,20,890.36,3,Mumbai,basic,1
453,35,1109.4,1,Chennai,standard,0
454,53,1888.07,2,Mumbai,premium,0
455,53,1932.25,3,Pune,basic,0
456,5,1062.9,1,Pune,basic,0
457,68,1203.58,3,Pune,basic,0
458,52,2170.3,1,Chennai,standard,0
459,22,1229.35,0,Mumbai,standard,1
460,60,1486.17,0,Delhi,basic,0
461,21,1013.09,0,Chennai,premium,0
462,-1,1188.74,1,Chennai,standard,0
463,20,1769.34,4,Pune,premium,0
464,26,672.6,2,Delhi,premium,0
465,1,2049.18,0,Delhi,standard,0
466,25,961.1,7,Chennai,standard,1
467,55,1488.63,0,Pune,basic,0
468,63,1160.01,2,Mumbai,standard,0
469,55,1502.56,1,Pune,basic,0
470,12,473.32,1,Delhi,standard,0
471,31,1106.63,3,Chennai,standard,1
472,65,669.8,0,Delhi,basic,0
473,61,993.76,1,Chennai,premium,0
474,7,1665.94,2,Mumbai,basic,1
475,10,1206.59,2,Mumbai,premium,0
476,3,1204.59,0,Delhi,basic,0
477,68,1868.72,2,Delhi,premium,0
478,58,488.97,3,Chennai,basic,0
479,53,1007.32,2,Chennai,basic,0
480,5,2104.85,0,Delhi,basic,0
481,4,1405.93,1,Delhi,premium,0
482,41,660.15,2,Delhi,standard,0
483,13,1011.29,0,Mumbai,basic,1
484,37,1105.6,1,Chennai,premium,0
485,7,1377.57,1,Mumbai,premium,0
486,63,1038.23,3,Chennai,basic,0
487,48,1559.1,0,Mumbai,premium,0
488,48,2238.35,0,Mumbai,basic,0
489,56,1055.63,1,Chennai,basic,0
490,70,777.72,0,Mumbai,basic,0
491,57,1270.23,0,Mumbai,basic,0
492,49,639.28,2,Mumbai,basic,0
493,16,987.61,1,Delhi,standard,1
494,24,797.5,2,Delhi,standard,0
495,28,1389.71,2,Mumbai,basic,0
496,67,819.61,3,Pune,premium,0
497,49,2527.3,2,Delhi,premium,0
498,6,1023.28,2,Mumbai,basic,1
499,47,2473.82,0,Mumbai,standard,0
500,49,1622.29,0,Mumbai,standard,0
501,66,761.32,1,Pune,standard,0
502,8,1616.59,2,Delhi,standard,0
503,6,442.26,0,Delhi,standard,1
504,13,1447.64,1,Mumbai,standard,0
505,48,531.17,1,Delhi,standard,0
506,28,1148.96,0,Pune,standard,0
507,41,941.7,1,Delhi,standard,0
508,36,635.07,3,Chennai,premium,0
509,56,574.6,1,Delhi,standard,0
510,4,1460.02,0,Chennai,standard,0
511,63,,1,Chennai,standard,0
512,29,541.42,4,Pune,basic,1
513,52,1193.93,3,Mumbai,standard,0
514,39,1594.69,2,Delhi,premium,0
515,69,1637.66,3,Pune,basic,0
516,20,823.1,1,Pune,basic,1
517,57,1224.37,0,Delhi,basic,0
518,29,889.12,1,Chennai,standard,0
519,69,1656.47,1,Delhi,basic,0
520,56,1282.47,0,Pune,basic,0
521,40,896.72,1,Mumbai,standard,0
522,14,262.42,6,Delhi,standard,0
523,11,1062.09,1,Delhi,basic,1
524,22,1777.62,3,Chennai,basic,0
525,66,,0,Delhi,basic,0
526,20,1051.54,2,Delhi,basic,1
527,69,729.69,0,Pune,standard,0
528,18,1911.88,1,Delhi,standard,0
529,10,556.75,1,Delhi,basic,0
530,3,2892.74,2,Delhi,basic,0
531,26,3147.21,0,Delhi,premium,0
532,68,1101.7,0,Mumbai,standard,0
533,49,,3,Mumbai,basic,0
534,37,993.13,0,Delhi,standard,0
535,-1,935.1,1,Delhi,basic,0
536,24,2176.06,0,Pune,premium,0
537,7,814.67,0,Pune,premium,0
538,63,754.06,0,Mumbai,standard,0
539,17,480.15,0,Chennai,standard,0
540,2,1206.2,2,Chennai,premium,0
541,24,1064.91,1,Pune,standard,0
542,8,1201.43,0,Delhi,standard,0
543,57,1744.36,1,Mumbai,premium,0
544,2,310.9,2,Mumbai,standard,0
545,52,2870.75,3,Mumbai,basic,0
546,3,,1,Pune,standard,0
547,66,419.04,2,Chennai,premium,0
548,1,1560.67,3,Mumbai,standard,0
549,53,958.34,3,Pune,basic,1
550,44,1486.87,1,Mumbai,premium,0
551,15,1532.38,0,Pune,basic,0
552,51,484.19,0,Pune,standard,0
553,21,1504.44,1,Chennai,premium,1
554,26,1003.91,0,Mumbai,premium,0
555,27,1579.77,1,Mumbai,standard,0
556,66,1324.39,1,Delhi,basic,0
557,69,651.28,0,Chennai,standard,0
558,54,572.7,4,Mumbai,premium,0
559,6,771.61,2,Mumbai,basic,1
560,71,1058.56,2,Delhi,standard,0
561,23,1057.85,0,Delhi,premium,0
562,55,1234.38,2,Delhi,standard,0
563,62,958.44,1,Delhi,standard,0
564,38,1081.99,1,Delhi,standard,0
565,63,1034.35,1,Delhi,premium,0
566,4,211.76,2,Mumbai,standard,0
567,28,1534.31,2,Mumbai,basic,0
568,9,1839.95,3,Chennai,premium,0
569,49,1460.46,1,Mumbai,standard,0
570,24,1923.72,0,Mumbai,basic,0
571,57,2267.23,0,Delhi,basic,0
572,10,1345.45,0,Pune,basic,0
573,39,957.37,0,Pune,basic,0
574,46,767.91,0,Delhi,standard,0
575,58,2067.6,0,Chennai,basic,0
576,5,1475.67,0,Delhi,basic,0
577,12,1335.25,1,Delhi,basic,0
578,39,1056.97,2,Mumbai,basic,0
579,3,2829.86,2,Delhi,premium,0
580,26,1907.59,1,Pune,premium,0
581,1,841.86,4,Pune,premium,1
582,28,1018.71,1,Pune,basic,0
583,54,756.4,1,Mumbai,premium,0
584,6,1143.92,1,Chennai,standard,0
585,21,893.33,3,Mumbai,standard,0
586,52,1223.25,1,Pune,basic,0
587,48,969.42,0,Chennai,basic,0
588,55,1233.72,1,Delhi,standard,0
589,67,1478.63,2,Mumbai,standard,0
590,23,1054.28,2,Delhi,standard,0
591,13,1277.27,0,Delhi,standard,0
592,27,1145.74,0,Delhi,basic,0
593,63,646.3,1,Chennai,standard,0
594,50,,1,Chennai,standard,0
595,1,408.93,2,Mumbai,standard,0
596,10,1671.17,2,Delhi,basic,0
597,22,,0,Mumbai,basic,1
598,44,2002.6,1,Chennai,basic,0
599,25,1334.04,1,Pune,premium,0
600,25,1407.62,1,Chennai,basic,0
601,44,742.64,1,Delhi,standard,0
602,50,957.95,1,Delhi,basic,0
603,60,593.73,0,Pune,standard,0
604,46,1349.36,2,Mumbai,standard,0
605,35,975.98,0,Chennai,standard,0
606,23,2231.91,1,Mumbai,premium,0
607,61,2604.26,0,Mumbai,standard,0
608,20,1490.14,1,Mumbai,standard,0
609,14,1452.97,0,Mumbai,basic,0
610,28,773.36,1,Mumbai,basic,0
611,40,1144.48,0,Mumbai,standard,0
612,22,1145.44,2,Delhi,basic,0
613,29,965.43,0,Chennai,basic,0
614,54,888.79,0,Chennai,standard,0
615,46,861.98,1,Pune,standard,0
616,57,1182.58,1,Delhi,premium,0
617,17,1237.51,1,Mumbai,standard,0
618,36,1251.64,1,Mumbai,premium,0
619,54,570.62,0,Pune,premium,0
620,17,1247.8,2,Mumbai,basic,1
621,1,1456.83,0,Mumbai,premium,0
622,35,996.9,1,Chennai,basic,0
623,27,3041.68,1,Delhi,basic,0
624,54,267.7,0,Mumbai,standard,0
625,34,1392.65,2,Mumbai,premium,0
626,39,676.53,1,Delhi,basic,0
627,34,1008.12,1,Mumbai,basic,0
628,2,660.41,0,Pune,basic,0
629,18,1073.11,1,Delhi,premium,0
630,7,719.55,3,Delhi,standard,0
631,17,825.22,0,Mumbai,standard,0
632,28,2010.17,1,Chennai,premium,0
633,7,,3,Pune,standard,0
634,60,497.78,2,Delhi,standard,0
635,26,602.27,2,Mumbai,basic,0
636,31,1263.11,2,Delhi,standard,0
637,34,669.75,1,Delhi,basic,0
638,45,312.85,0,Chennai,basic,0
639,35,1729.05,1,Pune,basic,0
640,41,1378.72,1,Delhi,basic,0
641,59,1079.37,1,Delhi,premium,0
642,6,962.36,1,Delhi,premium,0
643,70,551.33,0,Pune,standard,0
644,34,799.9,0,Chennai,standard,0
645,11,1499.25,4,Pune,standard,1
646,31,1878.41,3,Chennai,standard,1
647,18,1235.45,0,Mumbai,basic,0
648,33,,0,Mumbai,standard,0
649,39,947.66,1,Chennai,standard,0
650,65,1357.53,1,Delhi,standard,0
651,9,1935.97,0,Mumbai,premium,1
652,22,824.91,0,Chennai,standard,0
653,27,2931.62,1,Mumbai,premium,0
654,70,1127.8,1,Chennai,standard,0
655,2,1475.13,0,Delhi,premium,0
656,34,846.47,2,Mumbai,standard,1
657,19,658.77,0,Mumbai,standard,0
658,34,1316.51,0,Chennai,standard,0
659,61,1582.24,1,Mumbai,basic,0
660,51,836.61,3,Mumbai,basic,0
661,57,1010.56,2,Pune,basic,0
662,34,1277.95,0,Mumbai,premium,0
663,24,1351.12,0,Mumbai,standard,0
664,5,2579.81,3,Mumbai,premium,1
665,58,1808.8,0,Chennai,basic,0
666,40,374.89,0,Delhi,standard,0
667,19,1530.69,1,Pune,basic,1
668,7,616.46,0,Mumbai,premium,0
669,34,1151.15,1,Delhi,premium,0
670,66,813.62,0,Chennai,standard,0
671,39,1317.25,2,Mumbai,premium,0
672,23,654.13,0,Pune,basic,0
673,13,751.67,0,Delhi,standard,0
674,67,2379.9,0,Mumbai,basic,0
