x,y
38.107,47.139
31.221,51.847
20.993,44.798
25.13,41.204
29.651,58.203
28.625,44.457
31.469,68.174
40.302,44.245
33.213,44.219
22.456,51.826
32.532,52.67
28.058,42.879
29.19,35.351
13.958,61.862
31.21,60.923
35.501,40.322
24.41,55.221
24.395,58.942
26.769,45.102
24.58,51.314
35.201,46.093
32.007,42.009
30.732,45.189
20.778,35.733
30.724,54.5
40.744,47.228
27.667,46.178
17.936,50.94
30.579,41.589
26.963,46.621
21.552,38.694
32.825,49.383
31.453,40.304
36.144,28.511
33.486,47.288
47.954,52.291
35.296,52.501
29.409,39.406
26.67,52.246
28.659,61.843
24.107,47.802
35.248,44.948
29.205,54.915
42.416,47.311
30.036,46.154
24.094,50.548
30.527,54.223
26.809,44.162
31.167,54.159
36.84,28.215
33.004,49.863
24.332,40.323
34.86,44.305
25.303,51.971
30.637,39.979
31.617,34.478
34.097,46.175
34.619,68.278
27.604,49.968
28.382,50.231
27.829,51.558
23.576,52.622
32.152,51.997
35.04,63.855
35.304,48.621
32.014,62.758
31.607,34.324
31.503,48.906
27.62,43.365
35.011,32.106
26.667,56.521
24.114,65.612
33.309,47.846
30.723,42.925
36.659,36.587
24.153,65.027
33.078,58.654
40.258,44.238
27.47,49.24
31.119,51.007
28.718,43.599
25.694,51.523
27.839,53.413
34.901,27.148
28.887,61.853
26.518,41.09
40.645,60.631
36.134,43.988
25.894,61.231
29.84,52.281
32.968,39.507
30.98,51.734
25.296,48.73
19.104,36.424
31.82,42.721
18.559,50.923
30.335,55.868
28.474,51.432
25.151,58.293
30.699,74.807
31.929,35.542
29.048,54.012
33.142,52.173
33.952,50.839
40.615,40.335
34.257,49.41
25.229,42.661
23.421,32.823
21.502,28.171
31.575,43.683
33.42,57.767
30.438,48.082
32.352,49.033
30.383,49.131
27.313,51.178
31.462,61.43
26.189,39.642
30.938,48.837
29.62,44.567
32.929,68.643
30.86,55.624
30.765,48.452
32.129,43.225
21.019,47.183
22.522,52.126
39.581,44.408
23.823,38.425
20.905,55.052
26.272,42.573
34.25,57.309
32.97,61.879
32.33,45.546
28.634,57.209
27.412,58.277
32.433,48.445
43.93,62.742
25.98,46.929
43.453,56.164
34.942,48.23
38.761,36.625
34.627,63.666
31.271,61.708
43.272,38.405
24.095,44.334
25.357,36.923
34.333,51.917
29.958,44.768
30.732,50.685
23.698,55.435
32.549,63.182
27.815,37.814
29.032,53.913
24.703,55.588
15.621,40.719
24.539,34.518
24.682,55.25
29.35,52.563
39.303,55.783
35.513,47.24
32.846,47.417
28.404,52.952
30.028,63.387
37.149,73.099
32.654,59.746
32.372,57.623
30.549,51.123
37.95,55.735
24.756,51.602
24.901,49.566
33.683,60.308
19.828,42.651
28.98,49.493
30.098,55.949
38.911,39.194
32.169,40.029
42.072,70.128
23.404,44.306
31.793,62.87
29.973,57.561
32.385,47.327
32.107,57.106
24.091,43.181
22.999,62.488
36.445,37.155
38.169,62.52
30.083,44.36
36.113,51.905
31.837,63.433
36.484,52.157
35.691,49.726
27.692,42.682
32.653,38.957
27.223,59.45
19.446,45.304
31.276,36.388
32.771,48.396
26.063,50.639
26.714,60.901
33.738,57.875
31.942,41.691
28.738,58.55
32.128,68.418
38.015,55.436
29.748,61.433
30.732,38.297
36.663,39.891
22.251,66.36
34.808,44.669
26.2,39.053
27.626,59.157
33.282,48.936
36.19,61.889
18.773,50.562
19.371,52.752
41.838,51.734
32.008,37.445
34.65,53.745
21.418,47.24
30.637,67.569
22.58,49.791
39.791,59.845
29.85,51.08
20.955,53.98
33.323,58.527
30.933,57.895
34.488,36.455
25.518,36.218
26.927,73.45
28.415,45.545
29.919,55.083
19.742,55.963
21.826,44.831
27.68,51.104
27.673,49.168
38.229,36.888
31.607,55.975
29.556,38.6
32.094,55.756
33.433,57.022
32.399,51.186
23.668,51.261
28.081,58.169
24.371,34.075
32.017,46.321
34.966,52.662
33.545,60.262
31.892,68.693
37.257,60.575
34.662,22.757
30.818,59.589
42.354,49.371
23.817,50.182
26.296,41.763
25.092,59.713
30.354,35.315
32.653,47.748
25.356,52.182
33.547,40.767
29.812,40.41
25.337,39.135
32.574,50.269
27.734,49.441
33.0,46.424
26.304,61.341
30.743,30.449
33.743,66.491
28.356,64.586
36.654,49.767
25.139,67.754
34.765,56.023
29.836,48.352
38.16,37.027
30.769,38.732
26.024,63.26
43.209,61.797
33.746,60.191
24.938,53.524
40.476,35.808
24.211,34.516
28.506,65.903
30.944,47.759
30.863,57.4
26.467,47.684
30.4,37.568
21.053,48.884
19.49,43.658
30.026,42.243
25.82,55.128
28.755,54.236
35.458,48.048
21.163,52.112
38.264,46.767
20.424,45.274
22.424,50.334
22.253,53.842
33.476,38.565
24.167,53.905
41.69,48.984
23.569,20.885
42.704,37.592
36.907,51.149
25.641,44.11
26.433,44.855
31.705,48.454
37.815,68.519
33.517,46.325
35.206,45.724
25.922,68.973
44.604,48.082
20.332,57.173
29.257,44.54
22.13,56.759
40.076,52.642
34.554,40.762
26.753,34.883
30.977,43.034
29.245,39.3
30.256,50.689
27.919,29.512
27.63,54.958
27.894,50.998
30.033,23.869
34.652,50.519
30.776,59.62
26.479,60.28
31.291,56.496
31.475,69.37
20.616,50.474
37.101,33.248
34.711,41.997
27.527,61.655
26.442,32.673
32.955,38.912
26.58,43.727
38.256,51.641
24.223,60.113
30.47,51.041
31.568,43.99
29.163,32.842
37.192,53.896
22.857,43.036
28.361,53.703
30.531,58.962
23.149,34.759
32.482,36.847
22.772,40.581
36.163,64.817
31.389,57.98
33.521,52.388
25.413,36.283
26.996,49.275
31.512,36.323
45.539,47.175
35.21,51.411
22.833,35.92
25.347,55.27
22.225,42.402
27.15,41.095
33.944,63.491
36.583,54.181
25.018,35.631
25.68,57.37
34.748,31.627
26.587,52.786
19.157,27.712
25.062,58.086
31.269,60.113
34.853,41.512
30.382,55.074
28.121,64.29
32.002,59.13
39.2,67.268
44.58,50.134
36.567,52.751
32.333,60.166
31.897,59.648
27.527,67.603
37.391,49.762
19.063,37.743
19.675,33.663
29.363,48.895
39.427,50.885
13.37,45.422
24.123,35.544
26.602,53.011
42.212,46.354
30.315,45.002
28.959,66.416
19.991,43.141
30.888,48.328
35.774,47.151
24.854,32.353
32.425,50.785
21.936,44.12
25.569,72.944
29.436,44.368
44.369,48.244
41.413,64.795
26.853,60.485
40.178,49.672
28.258,61.651
25.016,53.808
30.483,37.906
38.21,56.105
14.375,44.446
25.031,48.934
33.784,48.516
33.86,61.522
36.654,57.652
25.827,44.275
26.069,49.788
26.344,49.708
24.122,34.631
24.567,50.138
24.092,50.532
27.237,44.924
25.957,58.029
30.668,56.269
26.394,50.221
30.572,41.324
31.17,53.869
31.726,43.734
43.166,55.098
31.801,38.62
27.201,48.438
29.29,46.725
25.68,49.415
32.826,44.317
23.857,50.15
23.603,53.321
33.761,46.984
36.956,31.134
28.435,53.055
39.869,60.238
29.456,54.207
34.527,53.363
25.68,45.306
26.858,31.714
26.93,49.72
26.18,47.819
35.865,52.404
32.804,58.172
32.23,59.21
23.573,45.765
27.825,61.382
34.132,54.631
43.742,55.171
26.022,57.609
23.788,42.46
31.287,45.531
27.265,39.313
28.834,62.323
31.972,59.575
33.639,60.486
26.56,49.627
41.454,46.659
36.522,50.675
30.629,52.696
25.268,54.823
18.216,46.131
28.741,52.105
27.272,64.166
27.019,31.556
36.648,47.629
37.63,57.354
26.234,52.418
41.177,51.765
37.635,45.308
34.374,48.463
30.247,45.392
25.962,61.223
21.379,63.422
23.631,54.629
27.412,42.461
33.676,55.786
25.427,52.304
32.159,45.994
19.664,33.925
31.38,57.542
36.899,35.254
32.944,62.648
38.053,38.669
31.81,58.474
29.822,50.928
27.854,52.442
36.672,58.393
32.35,27.869
33.368,56.673
35.31,61.049
25.642,47.704
33.55,47.385
42.63,70.998
31.819,38.004
34.464,43.452
28.469,54.009
35.663,60.161
28.234,39.137
37.341,55.576
25.166,60.273
29.008,32.862
32.498,60.798
31.2,49.26
37.232,70.3
28.775,47.489
33.402,48.352
33.11,58.237
31.13,53.283
29.854,62.028
28.935,56.512
26.743,61.471
26.177,58.633
24.494,48.518
31.89,56.45
26.649,57.872
27.872,40.876
33.443,62.846
28.319,49.737
29.109,59.858
28.513,43.276
26.022,46.49
28.799,49.486
19.897,63.027
30.009,57.671
31.153,44.824
27.237,61.131
36.905,61.884
34.647,61.049
31.82,46.739
19.793,55.987
25.61,60.658
34.291,43.817
32.823,43.458
34.12,48.175
38.008,40.702
22.124,53.703
32.672,44.294
40.712,51.674
31.318,37.359
32.569,64.731
36.038,32.902
32.962,40.159
27.44,53.933
30.228,58.822
42.401,55.918
27.347,40.775
28.833,50.39
22.83,43.286
26.55,41.102
25.116,46.756
37.375,65.895
27.084,47.445
29.043,39.039
35.071,46.14
32.884,60.311
29.849,43.13
26.582,52.551
30.335,54.89
29.804,65.32
32.226,57.517
28.01,49.25
25.192,54.972
26.961,49.486
26.59,59.037
27.846,46.093
40.502,39.858
33.393,53.999
35.559,32.173
26.45,53.02
38.46,35.723
35.5,45.004
31.994,50.27
25.437,64.591
27.555,36.423
32.966,56.713
31.736,38.29
16.03,54.513
29.36,44.064
35.15,47.153
22.556,40.746
28.579,44.89
39.124,53.647
32.207,48.134
30.612,50.018
25.924,38.91
40.673,51.504
22.938,54.896
38.562,44.473
27.464,39.827
26.216,55.45
30.431,57.106
30.083,39.407
31.452,53.554
34.151,47.64
23.625,55.511
31.737,28.291
26.992,50.112
33.043,56.888
27.874,25.534
46.196,68.253
37.163,47.555
34.485,50.732
30.279,45.742
27.568,43.203
38.528,53.099
26.531,49.247
29.281,48.743
41.985,37.445
37.615,51.848
27.474,53.421
38.793,42.424
28.362,44.428
29.273,58.476
35.417,65.469
34.807,54.132
30.228,24.496
34.77,43.883
29.369,67.611
28.497,46.878
33.958,60.489
42.653,52.144
30.35,56.793
28.453,37.968
37.388,38.865
37.19,35.909
27.177,37.948
37.49,48.529
34.08,51.628
31.927,59.052
39.578,55.624
32.653,33.991
20.396,47.963
31.452,50.697
39.603,57.047
30.277,56.98
27.836,36.57
19.995,44.292
35.548,46.986
26.001,47.463
28.601,41.063
28.212,39.05
38.49,46.636
22.479,54.847
30.221,65.869
22.488,44.732
25.76,38.725
26.366,56.192
32.266,51.116
33.729,73.026
29.013,54.455
32.926,43.421
29.231,31.393
29.613,25.548
28.766,53.571
25.376,36.819
29.612,48.389
26.262,63.453
29.146,48.079
31.841,66.059
23.773,59.433
33.192,48.379
30.325,43.485
31.291,58.777
23.256,68.832
29.228,46.906
24.849,55.197
32.502,49.176
25.044,62.008
37.571,63.301
23.443,45.96
31.716,57.929
27.203,53.682
18.019,53.573
28.162,60.917
39.59,46.237
37.131,58.486
21.175,40.761
42.754,59.557
20.938,62.801
32.511,65.203
35.504,47.313
32.121,53.047
32.492,46.274
29.209,59.16
35.578,50.005
24.533,53.216
26.953,57.65
14.047,54.054
22.262,42.954
36.28,50.498
32.279,46.733
28.054,56.368
33.371,33.683
37.511,53.404
27.445,31.793
15.722,40.612
34.212,49.859
26.971,41.422
39.275,59.246
30.396,58.707
26.84,29.385
38.445,38.94
29.874,58.699
35.285,51.995
26.318,30.413
29.318,32.56
29.87,62.165
31.336,46.299
28.059,42.412
35.175,46.838
29.644,30.202
23.448,25.729
34.059,62.854
33.24,46.442
33.521,52.529
28.514,59.759
33.027,33.131
27.773,36.775
35.332,63.818
40.355,58.71
25.823,41.406
40.039,61.281
29.957,57.679
20.414,48.998
28.782,57.274
29.685,37.48
34.726,51.303
39.627,50.063
16.931,52.592
24.902,42.985
31.837,53.388
36.931,39.375
35.399,57.684
36.837,53.514
26.998,41.569
31.181,49.591
36.96,49.062
28.611,52.43
24.207,60.13
31.361,52.134
31.539,42.405
27.263,39.35
25.234,46.078
24.338,56.184
14.046,39.648
32.116,55.91
32.561,36.775
35.843,53.75
28.985,50.09
35.214,56.891
32.058,50.12
34.622,53.126
31.563,45.545
31.877,52.168
33.636,50.053
25.731,51.617
23.941,59.501
25.542,53.812
25.387,55.122
36.427,50.061
26.665,44.35
27.718,62.942
20.59,53.559
31.59,45.769
27.396,65.568
21.74,43.257
26.639,63.503
38.129,43.677
18.994,47.787
19.102,53.131
25.46,40.273
31.8,51.973
17.669,43.1
20.118,41.098
25.942,48.992
35.737,45.873
27.809,47.454
35.491,55.19
27.311,48.035
31.523,49.709
35.424,48.038
23.185,41.982
26.367,41.73
40.05,49.688
31.425,64.344
39.605,47.133
25.278,47.976
31.506,56.458
26.668,50.466
21.277,42.927
43.214,36.176
28.118,39.561
31.594,54.308
31.799,55.228
25.162,51.627
26.854,40.961
20.656,48.139
29.99,48.709
32.528,44.596
28.597,58.775
20.402,59.316
24.369,44.379
31.774,43.482
36.81,56.16
20.346,41.131
38.533,61.012
36.882,57.421
29.708,45.162
21.636,57.949
23.751,37.682
34.964,66.861
23.409,39.073
43.654,43.278
27.076,38.931
33.139,51.808
39.178,44.916
24.358,48.658
23.882,43.808
42.104,41.569
35.38,58.694
36.664,48.73
30.158,48.693
26.502,44.569
33.039,26.879
32.804,45.825
33.337,59.261
25.431,58.91
41.128,45.375
16.179,48.078
33.756,47.88
28.638,50.56
19.994,42.997
24.119,37.865
31.866,59.789
38.729,53.357
33.754,53.959
26.861,57.684
24.536,54.102
29.971,26.046
40.054,29.735
29.201,40.808
31.478,43.703
24.518,57.14
19.147,53.803
35.136,45.945
37.258,49.269
25.55,48.612
38.11,51.013
44.152,47.034
33.631,43.936
20.842,40.871
32.595,47.234
28.488,42.898
28.262,55.278
27.72,40.2
35.737,58.612
31.732,56.225
26.424,50.669
31.449,46.154
27.329,36.281
22.617,55.698
19.076,67.373
33.388,55.343
31.134,61.055
36.244,55.948
29.553,53.039
34.674,53.324
21.066,51.036
26.932,44.174
23.73,38.606
32.839,44.168
35.666,37.401
24.768,40.336
18.898,40.449
28.248,49.166
36.842,59.396
22.008,37.198
30.901,51.021
34.471,55.424
37.206,53.829
41.462,40.866
26.344,49.431
34.081,48.117
24.192,49.373
31.706,54.643
31.674,54.25
45.977,65.908
25.855,29.397
28.236,50.902
31.413,46.542
28.542,41.74
36.197,44.435
37.583,41.301
27.547,41.475
36.146,44.735
32.106,60.936
28.39,59.627
26.11,54.393
25.766,48.145
32.019,45.994
28.508,60.249
31.119,43.43
31.607,56.378
25.58,57.103
28.088,47.267
40.301,51.672
22.076,39.912
31.319,65.404
16.145,27.43
13.127,66.321
17.047,48.059
32.948,40.093
31.21,49.892
31.693,56.241
33.639,54.054
26.248,44.809
21.78,41.242
17.447,60.476
34.484,40.186
26.589,44.668
25.952,46.822
33.712,57.923
38.996,67.994
31.517,68.345
25.228,62.539
21.358,48.345
33.15,48.04
33.946,52.304
40.485,52.649
31.794,47.831
19.475,39.169
35.83,40.69
27.16,67.214
28.741,27.799
27.192,48.757
37.544,57.441
43.328,42.482
37.382,44.496
37.657,38.004
40.12,48.137
32.667,49.402
36.107,60.47
31.142,53.248
27.225,44.179
24.348,43.778
22.685,43.771
24.944,41.843
29.146,43.794
27.113,40.723
33.56,46.47
30.267,63.73
33.72,62.429
35.911,52.896
30.417,54.396
34.14,64.666
26.719,60.483
33.928,52.683
31.864,49.153
33.829,43.34
41.013,33.238
32.715,53.44
36.484,56.426
34.549,67.333
38.674,41.153
29.639,50.67
32.749,54.508
31.126,44.121
27.212,54.283
29.416,36.277
26.494,53.802
31.472,53.726
21.981,48.795
26.921,45.171
20.155,61.914
30.857,60.336
28.987,44.561
26.568,50.821
35.799,53.868
38.54,48.214
29.52,49.354
29.162,41.591
31.483,46.207
20.412,41.754
21.045,56.16
38.577,44.789
18.375,51.446
17.826,62.515
21.153,70.644
32.506,50.969
27.22,70.627
39.656,59.328
40.001,55.475
31.355,64.861
33.293,44.205
24.08,53.9
30.831,52.786
35.421,53.743
39.491,43.827
26.437,64.355
22.588,43.035
30.286,58.827
34.509,56.757
29.837,50.387
23.811,39.998
29.575,55.676
36.677,32.164
36.984,63.205
29.538,41.498
32.414,32.233
27.918,65.31
38.422,51.873
37.461,53.005
35.647,52.067
32.567,56.709
33.019,55.667
12.909,56.86
41.77,45.616
23.87,56.649
35.11,48.491
30.196,47.551
30.252,52.186
23.79,44.905
27.234,52.047
25.528,66.567
24.569,53.83
27.852,48.66
31.856,67.049
31.725,38.919
26.924,49.149
39.548,57.272
31.086,57.988
31.249,54.874
36.495,46.102
33.879,49.516
28.885,52.486
22.191,64.949
25.487,54.11
34.591,49.452
32.939,55.959
13.173,54.028
32.078,58.642
35.033,43.045
44.777,68.596
29.899,53.88
29.373,44.558
34.369,51.172
29.404,53.807
32.514,36.594
30.999,57.374
27.711,53.941
27.86,38.458
29.94,46.519
28.621,55.15
31.442,30.453
21.324,51.549
33.643,58.069
27.137,44.263
23.708,53.004
35.356,56.253
29.249,44.773
28.393,60.167
22.666,60.717
36.089,52.608
28.549,60.967
37.314,48.44
31.949,57.406
42.471,47.556
28.526,63.381
27.306,53.122
29.332,35.806
35.217,61.383
28.081,35.152
24.57,42.252
26.526,48.714
35.968,63.689
20.735,46.178
29.142,59.509
19.448,53.046
32.005,54.127
30.189,58.39
45.498,49.001
42.836,61.897
26.955,49.203
30.093,49.283
28.424,36.095
33.392,50.5
38.567,39.891
34.398,49.499
34.733,49.619
20.162,42.144
24.892,37.605
23.88,65.552
24.96,39.039
39.811,61.369
31.653,61.656
33.691,51.974
29.241,55.957
29.415,46.234
43.8,52.729
30.951,60.328
35.679,51.219
27.349,44.462
30.122,64.617
32.045,56.423
34.44,52.186
21.151,61.509
23.232,57.499
32.128,40.203
29.311,49.066
33.87,54.439
28.137,53.111
31.286,55.478
29.394,50.56
20.492,56.911
35.491,48.209
38.78,32.031
35.26,39.156
33.386,43.568
33.168,55.805
30.425,48.138
31.471,39.504
29.119,60.037
37.662,55.793
29.699,35.05
31.896,56.434
26.907,44.934
19.457,56.998
29.092,50.525
33.955,62.51
36.363,39.67
22.011,53.414
37.709,57.45
30.675,32.808
28.166,36.235
25.988,50.127
27.775,45.246
31.814,72.562
32.03,73.815
36.191,55.658
32.967,38.561
36.271,46.07
48.516,50.737
19.279,55.134
33.538,46.575
23.651,48.174
30.285,44.5
30.654,32.057
31.332,69.84
26.361,46.306
22.088,65.465
34.533,57.302
35.025,42.662
33.38,43.165
36.305,48.679
35.829,51.634
32.189,67.576
27.837,60.644
32.528,54.359
20.334,41.835
23.903,41.101
32.361,56.806
27.177,58.652
31.55,40.433
41.393,60.564
29.88,45.944
39.393,54.199
38.861,57.042
16.143,43.572
32.521,50.768
25.277,55.458
34.131,58.901
29.081,52.662
27.911,54.143
36.655,47.294
34.27,55.365
21.075,47.904
32.021,49.918
31.456,43.63
26.528,77.672
31.146,44.012
39.773,53.601
26.745,44.295
18.603,61.529
33.948,42.152
32.491,49.453
33.48,56.639
29.833,40.236
23.787,42.49
24.152,57.979
25.324,42.147
30.246,56.885
32.379,43.412
23.994,55.734
30.764,56.649
39.477,44.846
33.561,42.574
27.858,40.242
24.928,52.798
28.564,50.625
26.298,59.957
30.267,54.486
23.813,33.685
26.698,37.011
37.345,47.648
20.542,53.337
27.22,45.671
29.383,40.147
31.519,67.906
28.235,63.042
28.672,56.677
35.058,53.303
28.179,64.663
21.099,37.034
33.641,44.113
35.21,50.545
30.01,53.28
33.494,50.002
38.682,61.699
26.362,55.326
20.075,45.261
35.426,46.142
20.752,53.018
40.579,54.959
32.412,41.453
29.213,54.059
27.504,32.032
21.199,40.413
23.263,58.466
20.838,45.376
30.8,43.101
32.461,64.855
23.931,47.675
36.722,53.065
44.76,44.956
33.613,57.007
17.77,44.165
25.629,47.319
30.734,37.773
33.782,38.611
31.388,42.519
37.85,51.44
26.585,64.869
24.177,33.67
25.453,62.041
37.084,41.34
38.044,51.87
27.655,44.55
32.183,47.573
50.169,49.806
33.168,47.556
34.152,49.42
15.804,40.947
24.219,44.027
31.066,46.221
38.598,55.849
39.601,55.124
39.646,50.98
34.714,54.137
30.989,59.116
44.274,57.161
32.153,26.88
27.232,47.533
34.867,63.156
28.794,54.903
26.363,53.714
27.26,58.436
30.058,38.063
30.176,54.691
30.863,47.304
22.836,38.273
30.496,46.53
31.329,62.065
34.522,58.179
35.592,57.814
31.383,50.009
32.103,53.258
24.737,42.844
35.81,42.756
33.928,41.613
11.174,57.424
19.694,69.001
22.724,48.157
37.789,55.918
26.146,41.856
30.757,51.797
24.536,46.366
16.731,52.722
18.546,69.776
32.026,50.478
31.255,49.61
28.594,39.943
40.824,51.576
35.999,38.429
21.126,58.568
27.901,58.516
41.175,53.806
39.731,58.029
27.971,45.378
35.044,29.009
28.647,49.35
30.099,55.12
34.147,44.035
29.098,56.99
24.616,50.436
37.614,51.442
27.28,59.042
29.935,59.839
38.003,68.818
31.512,41.514
24.881,62.635
23.341,50.256
38.463,22.005
22.386,50.606
36.402,22.499
19.765,59.245
28.057,53.148
37.174,52.503
26.561,36.181
27.019,55.347
24.233,58.084
38.471,41.781
34.35,46.431
30.918,45.298
38.261,46.428
16.742,67.854
16.422,45.882
26.858,40.793
28.412,52.263
33.042,50.969
22.489,55.668
23.689,38.207
23.782,41.711
33.501,49.645
22.012,43.386
33.914,39.673
32.908,46.161
24.551,67.384
40.173,48.053
19.235,36.954
39.168,42.5
25.95,48.09
19.319,65.265
29.838,55.761
36.637,44.265
38.877,36.399
33.543,29.75
30.596,45.982
23.24,51.691
30.252,57.181
33.304,56.913
22.182,49.792
32.046,50.261
37.396,45.953
26.234,49.108
18.534,48.914
23.353,40.178
28.887,52.592
28.62,64.366
26.997,34.61
31.122,37.747
21.415,57.582
27.446,46.068
31.678,44.317
24.973,58.826
27.253,53.875
38.753,70.311
21.63,54.635
30.515,53.182
33.25,46.52
26.965,40.907
24.287,63.994
34.029,59.412
22.653,56.934
30.419,40.514
25.762,69.215
32.473,50.885
41.604,56.656
27.446,57.029
32.264,36.445
19.953,57.366
28.98,50.457
32.223,50.693
26.988,48.28
28.533,51.946
30.83,61.949
33.404,51.453
37.5,50.59
27.224,48.616
22.684,40.6
32.157,47.444
33.679,61.806
22.627,50.818
24.712,58.621
33.15,34.599
38.244,43.358
29.165,66.672
30.968,38.32
35.09,57.596
29.681,37.435
24.457,48.447
8.905,48.367
26.993,52.254
24.708,57.685
38.344,42.236
23.223,52.028
33.615,55.37
44.753,41.106
25.056,44.021
34.937,50.766
36.62,52.715
32.068,49.881
26.777,42.696
31.333,41.498
27.686,39.359
23.635,61.186
41.379,60.702
27.468,48.421
31.937,55.017
37.892,49.672
26.855,42.917
29.325,52.734
34.271,40.396
34.811,47.764
34.322,40.279
31.603,64.263
31.918,48.337
29.184,46.256
26.565,31.281
27.474,55.32
27.571,52.876
28.316,39.195
31.026,48.784
28.7,52.462
23.332,30.914
24.717,57.836
30.118,59.432
35.515,48.784
36.023,58.076
30.571,46.574
34.797,58.711
25.052,54.758
28.622,53.171
22.149,57.424
36.448,55.479
32.896,50.702
40.643,40.849
25.419,44.89
29.347,41.852
27.257,58.173
33.132,46.259
33.6,38.974
22.625,48.918
36.444,51.277
37.048,59.532
31.764,37.688
30.294,45.634
26.271,33.578
21.303,43.962
32.719,47.334
20.818,68.572
28.848,54.501
34.518,54.846
31.301,41.564
30.457,40.584
36.686,43.316
26.728,49.745
25.917,41.616
24.676,49.847
33.813,58.42
20.897,61.457
30.103,33.919
42.916,51.729
34.897,60.608
22.787,42.083
32.381,43.462
18.67,59.162
30.222,49.313
23.837,49.666
28.186,57.104
27.431,55.381
23.482,46.439
21.228,46.709
22.846,59.376
29.612,45.029
34.7,49.946
41.131,52.721
24.098,29.404
35.619,58.677
25.111,45.812
31.201,45.847
32.81,35.493
40.563,42.577
29.378,66.861
40.375,47.0
31.273,61.237
28.068,43.069
20.975,51.019
29.464,45.677
28.207,52.993
34.047,38.965
32.944,55.335
23.241,50.295
29.918,48.582
37.967,46.951
41.225,41.872
28.523,51.593
21.178,58.22
24.601,54.427
24.593,58.171
30.592,53.415
30.738,35.828
36.694,47.623
34.49,50.876
21.853,49.371
23.239,45.265
28.145,39.637
29.054,52.631
27.393,53.459
26.628,47.215
36.254,54.052
38.537,22.673
21.923,50.866
32.296,43.589
22.337,48.276
25.547,43.49
21.994,52.913
26.791,50.427
21.097,57.834
31.399,49.04
43.258,30.31
21.777,54.888
43.211,58.966
21.592,41.497
36.15,49.004
25.653,48.739
29.593,40.183
25.55,63.602
25.133,54.832
24.764,32.511
31.279,51.082
26.246,57.782
27.892,47.632
