x,y
1.2797,-0.9055
1.0814,1.5244
0.2593,0.5534
1.9523,-0.1967
-0.593,-1.3532
0.0417,1.4791
0.9596,-0.9421
-0.8554,-0.5042
0.2923,-0.2053
0.2145,0.2967
-0.2988,-0.0402
0.2066,-0.084
0.5035,1.8709
0.592,0.0558
-1.6861,0.388
-1.9467,-1.409
0.8546,0.7062
-0.1499,-1.71
-0.3713,-0.6787
0.6368,2.2577
0.2169,-0.7793
-1.1706,-0.0561
-0.1768,-1.1515
0.1164,-1.1509
1.1121,1.0627
1.0848,-0.4741
0.5145,-0.1321
-0.3888,-0.3391
-1.2997,-1.4439
0.7943,-0.1912
0.2164,1.0017
-1.7331,-0.7841
0.1753,0.3921
-0.3771,1.0292
0.2104,-1.2134
-0.9308,0.8055
0.4638,-1.8991
1.3477,0.598
1.3433,-0.3837
-0.2957,-1.1265
2.5369,-0.1755
1.5875,-0.6473
0.1638,-1.6714
-0.3829,0.9838
-1.2517,1.0722
0.3372,-1.044
-0.5016,-0.4591
-0.0495,-0.5361
-0.8273,-0.3046
-1.0269,-1.2895
-0.0482,0.8829
-1.5294,0.0035
-0.65,-0.9771
0.8534,-0.5182
1.4983,-0.7798
0.3865,-0.2273
-0.754,0.5877
-0.155,0.6032
-0.0473,-1.0858
-0.1021,0.052
0.9585,-0.9063
-0.0393,-1.7219
0.6515,-1.0815
-1.8064,-0.0592
1.1057,-1.5244
-1.088,-0.7433
-1.1295,0.3794
-0.8074,-0.7215
0.5833,-0.7555
0.4328,-0.9714
-1.2121,-1.8354
1.8612,-0.3203
0.2439,-0.031
0.16,0.0497
1.9082,-1.0389
-1.5575,-1.012
-1.3347,0.747
0.8204,-0.9613
-1.3904,-0.3548
1.3911,-2.8196
0.5266,-1.0758
1.0404,-1.0779
-0.2854,-1.5063
-0.9773,1.3858
0.8206,-0.4017
-0.8702,-1.8938
-0.3937,-0.0309
-0.0841,-0.0938
-1.1218,-0.0663
-0.0387,1.2906
1.8667,-0.137
-0.7663,-0.065
-0.6076,-0.7424
-0.0587,-1.0433
0.6061,-0.1039
0.25,-0.1829
-0.7273,-0.948
-0.2373,-0.5488
0.2339,-0.0044
-1.3623,0.0671
-1.3429,-0.6165
-0.2944,-2.0753
0.0915,0.151
-0.158,-0.4243
-0.3736,-0.9765
-0.2697,-0.5526
0.0917,-1.2041
0.2356,0.1432
-0.1416,-0.4392
0.5523,-1.6646
0.4605,0.243
0.2834,0.3833
-0.6536,-0.2595
0.6371,0.4306
0.2067,-1.5143
0.5379,1.1695
1.0097,0.2339
-1.5577,0.9425
-0.1473,-2.5325
0.3772,-1.4922
-1.2964,-0.635
1.2726,-0.3708
0.271,1.748
1.594,-0.1034
-0.2415,-1.2609
-0.6945,0.4254
0.3957,0.1102
0.9948,-0.7724
-0.0561,0.7312
0.5841,1.0709
0.397,-0.3094
0.3622,-1.0026
-1.6395,0.5807
-0.0551,0.3084
-1.6977,-0.3651
-0.5999,-0.8642
-2.255,-0.3349
0.8973,0.381
-0.6009,-0.0149
0.7568,-2.7604
-0.1245,0.5432
0.6821,1.7007
1.135,0.3126
0.302,0.7869
-0.5393,-0.0402
0.9062,1.9574
-0.1593,-0.0484
0.1985,1.3432
-0.0303,1.4694
-0.9667,-0.186
-0.1982,0.7865
1.0453,-1.5094
-0.9151,0.3369
-0.6587,-1.5224
1.0385,0.494
0.4932,-0.4754
1.0289,-0.24
1.0964,-0.9117
-0.8541,0.2047
-0.7023,0.6755
0.2601,-0.923
0.0729,-0.3513
0.9158,-0.6326
-0.4392,1.2112
2.2386,1.999
0.0632,0.2189
1.5335,-0.1244
-0.9763,0.1169
0.4515,-0.8291
-1.6462,-1.4367
0.6654,-0.7584
-0.1413,0.2126
0.6191,-0.3349
0.4987,-0.8901
-0.3617,-1.0244
1.1318,-0.0271
-0.7393,-0.3524
-0.2217,0.7005
-1.5956,-1.0372
-0.3781,2.5323
0.9557,-0.1115
0.712,2.0574
-0.2337,-0.3664
1.2119,0.4942
0.6713,-0.5082
1.9242,1.7096
0.5659,0.6843
-2.0273,0.6377
-0.1941,0.4339
0.6825,-0.3413
-1.6905,0.3679
-0.7414,-0.3302
-0.6045,-0.3416
-2.3095,1.2169
0.2533,1.1114
1.9798,0.0226
-1.8024,-0.8939
-1.2069,-0.5019
0.0796,-2.0022
0.3425,-1.5104
0.2974,-0.1095
-0.3136,-0.073
-0.5398,-0.6125
-1.6828,-0.0296
1.8455,1.9805
1.3218,0.7058
-0.6765,1.4428
-0.0561,-0.0689
-0.2912,0.092
-0.4352,-0.0838
-1.0846,-0.3737
2.2806,-0.0696
-0.2387,0.5324
0.7081,-1.1138
-0.2072,0.9183
0.2698,0.122
1.554,-0.6778
0.0827,-0.5201
1.4903,-1.9519
-0.6701,-0.5292
0.6635,0.6063
1.3952,-1.574
0.7505,-0.2933
-0.6656,0.5396
-0.9201,-2.0769
-0.3702,-1.4978
-0.6489,0.3716
0.312,1.5869
-0.1997,-1.5333
-0.7561,-0.9194
-1.2178,0.4354
-0.6452,-1.9774
