basket_id,items
316,"coffee,oil,rice,sugar"
317,eggs
318,milk
319,"jam,oil,sugar"
320,"butter,jam,oil"
321,rice
322,"butter,coffee,jam"
323,oil
324,tea
325,"oil,sugar"
326,"milk,oil"
327,"sugar,tea"
328,"eggs,rice"
329,"coffee,sugar"
330,"bread,butter,coffee,eggs,jam,sugar"
331,"coffee,oil,sugar"
332,jam
333,"butter,coffee,jam,sugar"
334,"coffee,sugar"
335,"eggs,oil,rice"
336,"butter,coffee,rice,sugar"
337,"bread,butter,milk,oil"
338,"bread,butter,eggs,jam,sugar"
339,jam
340,"coffee,eggs,sugar,tea"
341,rice
342,"coffee,jam,sugar"
343,"bread,sugar"
344,"butter,jam"
345,"milk,oil"
346,coffee
347,jam
348,"bread,coffee,rice,sugar"
349,"bread,butter,coffee,tea"
350,"coffee,rice,tea"
351,"coffee,rice"
352,"butter,eggs,jam,oil"
353,sugar
354,tea
355,"coffee,rice,sugar"
356,"bread,butter,jam"
357,milk
358,"jam,milk"
359,eggs
360,"bread,jam,rice"
361,"bread,butter,rice,tea"
362,"rice,sugar,tea"
363,eggs
364,"bread,rice"
365,"jam,sugar"
366,"rice,sugar,tea"
367,"bread,butter,jam,rice,tea"
368,sugar
369,rice
370,"coffee,sugar"
371,"coffee,sugar"
372,sugar
373,"coffee,oil,sugar,tea"
374,"butter,eggs,oil"
375,"milk,tea"
376,"bread,butter,jam"
377,jam
378,"coffee,jam,sugar"
379,"coffee,oil,sugar"
380,"coffee,sugar"
381,tea
382,sugar
383,"butter,jam"
384,"bread,butter,jam,rice"
385,"rice,tea"
386,"jam,oil"
387,"butter,coffee,jam"
388,"coffee,rice,sugar,tea"
389,"milk,oil"
390,"coffee,oil"
391,"bread,butter,coffee,jam,tea"
392,"bread,butter,jam"
393,oil
394,tea
395,butter
396,"coffee,sugar"
397,eggs
398,eggs
399,"rice,sugar"
400,"butter,coffee,jam,sugar"
401,eggs
402,"milk,tea"
403,"oil,sugar"
404,sugar
405,eggs
406,"coffee,sugar"
407,"oil,sugar"
408,"coffee,sugar,tea"
409,"milk,sugar"
410,"bread,butter,jam,milk"
411,"eggs,milk,sugar"
412,"coffee,milk,tea"
413,bread
414,"milk,tea"
415,"jam,rice,tea"
416,tea
417,"butter,milk"
418,"bread,butter,eggs,jam"
419,"eggs,jam,tea"
420,"bread,butter,jam,sugar"
421,"butter,jam,milk"
422,"coffee,sugar"
423,coffee
424,"bread,butter,tea"
425,"butter,jam"
426,"milk,oil,tea"
427,"eggs,oil,sugar"
428,rice
429,"butter,jam"
430,"bread,butter,jam,rice"
431,"milk,tea"
432,"butter,jam,oil"
433,"coffee,sugar,tea"
434,"bread,butter,jam,rice,sugar"
435,"bread,coffee,sugar"
436,"rice,tea"
437,"butter,eggs,jam"
438,rice
439,"butter,jam,milk"
440,"coffee,sugar,tea"
441,"jam,milk,tea"
442,tea
443,"milk,oil,tea"
444,rice
445,"bread,butter,jam"
446,"eggs,milk"
447,"coffee,eggs,sugar"
448,"coffee,sugar"
449,"bread,butter,jam,milk,sugar"
450,"bread,butter,coffee,sugar"
451,oil
452,oil
453,"jam,milk,rice"
454,"bread,butter,jam,oil"
455,"bread,butter,eggs"
456,"eggs,jam,milk"
457,jam
458,"bread,milk"
459,"butter,jam,sugar"
460,bread
461,"bread,rice"
462,"coffee,milk,sugar,tea"
463,tea
464,"coffee,rice,sugar"
465,"jam,rice"
466,"bread,butter,coffee,rice,sugar"
467,"butter,coffee,jam,sugar"
468,"butter,eggs"
469,milk
470,sugar
471,"bread,coffee,sugar"
472,"oil,sugar,tea"
473,eggs
474,jam
475,jam
476,"eggs,rice"
477,"eggs,sugar"
478,"bread,butter,milk,oil"
479,tea
480,"butter,jam,milk,oil"
481,"milk,tea"
482,"coffee,milk,sugar,tea"
483,"butter,sugar"
484,"rice,sugar"
485,"coffee,milk,rice"
486,"milk,oil"
487,eggs
488,oil
489,"butter,jam,oil"
490,"milk,sugar"
491,"coffee,sugar"
492,"eggs,sugar"
493,bread
494,"coffee,sugar,tea"
495,"eggs,sugar,tea"
496,"eggs,rice"
497,"coffee,eggs,sugar"
498,milk
499,"bread,butter,eggs,jam,milk"
500,"eggs,milk,sugar"
501,"eggs,jam,tea"
502,"milk,rice"
503,"coffee,oil,rice"
504,"coffee,sugar"
505,butter
506,"bread,butter,coffee,milk"
507,tea
508,"bread,butter,jam,oil"
509,"milk,oil"
510,"coffee,sugar"
511,"coffee,sugar"
512,"bread,butter,jam,sugar"
513,"milk,sugar"
514,tea
515,"bread,butter,jam,rice"
516,"bread,butter,jam,milk,rice"
517,"butter,sugar"
518,"bread,butter,eggs"
519,"bread,butter,jam,oil"
520,"rice,sugar"
521,"bread,butter,jam,milk,tea"
522,"bread,butter,coffee,jam,oil,sugar"
523,"eggs,sugar"
524,butter
525,jam
526,"jam,milk"
527,"milk,tea"
528,"butter,jam,rice"
529,"bread,butter,jam"
530,tea
531,"butter,jam,sugar"
532,"bread,butter,oil,rice"
533,sugar
534,"butter,jam,rice"
535,"milk,oil"
536,"eggs,rice"
537,"bread,butter,jam,tea"
538,"jam,sugar,tea"
539,"eggs,sugar,tea"
540,"milk,sugar"
541,"coffee,oil,rice,sugar"
542,rice
543,"butter,coffee,jam,oil,sugar"
544,jam
545,"eggs,oil,sugar"
546,sugar
547,"eggs,tea"
548,"coffee,oil,sugar"
549,"eggs,jam"
550,"bread,jam"
551,"coffee,jam,sugar"
552,rice
553,"eggs,rice"
554,"butter,jam,oil"
555,"eggs,jam,tea"
556,rice
557,"coffee,milk,oil,sugar"
558,"bread,butter,milk,oil"
559,"butter,jam"
560,"eggs,tea"
561,"sugar,tea"
562,"bread,butter,rice,tea"
563,"jam,rice"
564,"butter,tea"
565,"rice,tea"
566,"butter,jam,tea"
567,"jam,sugar,tea"
568,"bread,butter,eggs,jam"
569,"coffee,sugar"
570,"oil,sugar,tea"
571,"butter,jam"
572,"oil,rice,sugar"
573,"coffee,eggs,milk,sugar"
574,"jam,milk"
575,"eggs,sugar"
576,"butter,jam"
577,oil
578,"oil,rice,tea"
579,"butter,jam,milk,sugar"
580,"coffee,eggs,jam,sugar"
581,"butter,jam,milk"
582,"bread,butter,coffee,jam,oil,sugar"
583,"jam,milk"
584,"milk,oil,tea"
585,"sugar,tea"
586,"bread,milk,rice"
587,"butter,milk,sugar"
588,"butter,eggs,jam"
589,"jam,rice"
590,eggs
591,"coffee,milk,rice,sugar"
592,"bread,butter,eggs,jam"
593,sugar
594,"bread,butter,jam,milk,tea"
595,"coffee,eggs,sugar"
596,"bread,jam,oil"
597,"milk,sugar,tea"
598,"butter,jam,sugar"
599,"milk,oil"
600,rice
601,"coffee,oil,sugar,tea"
602,coffee
603,"bread,butter,jam,oil"
604,"bread,butter,sugar"
605,"eggs,tea"
606,"milk,tea"
607,"eggs,milk"
608,"bread,butter,oil"
609,jam
610,rice
611,"coffee,sugar"
612,"bread,butter,jam,oil,sugar"
613,"eggs,tea"
614,"milk,rice"
615,"milk,oil,rice"
616,rice
617,"bread,jam,sugar"
618,"eggs,jam,sugar"
619,"jam,oil,tea"
620,oil
621,"butter,jam,tea"
622,"milk,sugar,tea"
623,milk
624,"butter,rice"
625,"bread,butter,jam,rice"
626,"bread,tea"
627,"bread,butter,milk"
628,"bread,butter,jam,tea"
629,"eggs,tea"
630,"jam,oil"
631,"coffee,oil,rice,sugar"
632,"butter,eggs,jam"
633,"eggs,jam,rice"
634,"eggs,oil,tea"
635,butter
636,"butter,jam"
637,"milk,oil"
638,"coffee,jam,rice,sugar"
639,oil
640,"coffee,sugar"
641,"bread,butter,coffee,jam,sugar"
642,"coffee,milk,sugar"
643,"bread,butter,coffee,eggs,sugar"
644,"jam,oil"
645,butter
646,"coffee,sugar"
647,"milk,oil,sugar"
648,"butter,jam"
649,"coffee,milk,sugar"
650,"butter,jam"
651,rice
652,"eggs,rice"
653,rice
654,"coffee,milk"
655,"bread,coffee,jam,sugar"
656,"bread,tea"
657,"bread,butter,jam"
658,"coffee,sugar"
659,"bread,butter,jam"
660,"bread,eggs,oil"
661,"milk,tea"
662,"rice,tea"
663,"butter,coffee,jam,sugar,tea"
664,tea
665,"bread,butter,eggs,jam,milk"
666,"butter,jam,rice"
667,"butter,jam,oil"
668,"milk,rice"
669,"eggs,milk,sugar"
670,bread
671,"coffee,milk,sugar,tea"
672,"bread,butter,coffee,rice,sugar"
673,"eggs,jam"
674,"jam,tea"
675,tea
676,"milk,oil,sugar"
677,"coffee,sugar"
678,"bread,butter,jam,milk"
679,"bread,butter,eggs,jam,rice"
680,"eggs,jam"
681,"jam,sugar"
682,"bread,butter,eggs,jam,tea"
683,"jam,sugar,tea"
684,jam
685,"bread,butter,coffee,sugar"
686,"eggs,jam,milk"
687,tea
688,milk
689,"butter,jam,milk,oil"
690,coffee
691,"coffee,eggs,sugar"
692,"bread,butter,jam,rice"
693,"jam,tea"
694,"sugar,tea"
695,"milk,sugar"
696,rice
697,"rice,sugar,tea"
698,rice
699,tea
700,"milk,rice"
701,"eggs,jam,milk"
702,"bread,butter,jam,rice,sugar"
703,"butter,coffee,jam,oil,sugar"
704,"bread,oil"
705,"bread,butter,eggs,jam"
706,rice
707,"bread,butter,oil,sugar"
708,tea
709,"milk,rice"
710,"bread,butter"
711,"bread,butter,jam,milk"
712,"butter,milk,oil"
713,"butter,eggs,jam"
714,"bread,butter,jam,rice,sugar"
715,"coffee,jam,oil,sugar"
716,"coffee,jam,sugar"
717,eggs
718,"bread,butter,coffee,jam"
719,"butter,eggs,jam"
720,"bread,butter,jam,rice,tea"
721,"eggs,rice,sugar"
722,"bread,butter"
723,"bread,butter,jam,tea"
724,"coffee,milk,sugar,tea"
725,"bread,butter,coffee,jam,rice,sugar"
726,"rice,sugar"
727,"oil,rice,sugar"
728,sugar
729,"bread,butter,jam"
730,"butter,jam"
731,"bread,butter,milk"
732,"eggs,jam"
733,"milk,sugar"
734,"milk,rice"
735,"jam,rice"
736,"bread,butter,eggs,jam"
737,coffee
738,"butter,jam,milk"
739,"butter,jam,sugar"
740,"oil,rice,tea"
741,bread
742,"jam,milk"
743,"eggs,milk,oil"
744,"butter,coffee,jam,sugar"
745,sugar
746,tea
747,"bread,butter,oil"
748,"bread,butter,eggs,jam"
749,"bread,butter,milk"
750,eggs
751,milk
752,"butter,eggs,jam"
753,"bread,butter,jam,tea"
754,"bread,butter,jam"
755,"bread,butter,oil,tea"
756,jam
757,"butter,jam,sugar"
758,rice
759,tea
760,"bread,butter,jam,oil"
761,jam
762,"milk,tea"
763,"oil,rice,tea"
764,"butter,eggs,jam,sugar"
765,"butter,coffee,jam,sugar"
766,"bread,butter,jam,rice,sugar"
767,"butter,tea"
768,"bread,butter,eggs,jam"
769,oil
770,"jam,oil,sugar"
771,"bread,butter,jam"
772,"eggs,sugar"
773,"butter,rice,sugar"
774,"coffee,sugar"
775,"eggs,tea"
776,"oil,sugar"
777,oil
778,sugar
779,"eggs,jam"
780,"coffee,sugar"
781,"bread,butter,jam,rice"
782,"coffee,eggs,sugar,tea"
783,"butter,jam"
784,"milk,tea"
785,"coffee,milk,oil"
786,"coffee,rice,sugar"
787,butter
788,"butter,jam,sugar"
789,rice
790,"coffee,eggs,sugar,tea"
791,"bread,butter,jam,sugar"
792,"jam,oil"
793,"butter,coffee,jam"
794,"eggs,oil,sugar"
795,tea
796,"coffee,milk,oil,sugar"
797,"eggs,oil,rice"
798,"milk,sugar"
799,rice
800,"eggs,rice,sugar"
801,"oil,sugar,tea"
802,"butter,eggs,oil"
803,"rice,tea"
804,"eggs,jam,rice"
805,tea
806,"butter,jam,sugar"
807,"rice,tea"
808,"butter,eggs,jam"
809,oil
810,"coffee,rice,sugar"
811,"butter,coffee,sugar"
812,"coffee,sugar,tea"
813,tea
814,"bread,butter"
815,"bread,oil,rice"
816,"bread,butter,sugar,tea"
817,jam
818,"jam,sugar"
819,"milk,oil"
820,jam
821,"coffee,oil,rice,sugar"
822,"eggs,jam,rice"
823,"eggs,rice,sugar"
824,rice
825,"butter,jam,rice"
826,"butter,coffee,jam,sugar"
827,"sugar,tea"
828,"eggs,rice,tea"
829,"butter,coffee,jam,sugar,tea"
830,"jam,sugar,tea"
831,"bread,butter,coffee,sugar"
832,milk
833,"butter,jam,oil"
834,"butter,jam,milk"
835,oil
836,"butter,rice"
837,"eggs,jam,milk"
838,"milk,oil,rice"
839,"coffee,jam"
840,"oil,sugar"
841,oil
842,"butter,oil,sugar"
843,"milk,oil,sugar"
844,sugar
845,"milk,sugar"
846,"eggs,jam"
847,"butter,jam"
848,"jam,milk,oil"
849,"bread,butter,jam"
850,"bread,oil"
851,"rice,sugar"
852,sugar
853,"butter,jam,milk"
854,"eggs,oil,sugar"
855,"eggs,milk,rice"
856,"butter,jam,tea"
857,"rice,sugar"
858,"eggs,sugar"
859,"butter,tea"
860,"butter,eggs,sugar"
861,"bread,butter,jam,tea"
862,"butter,oil,tea"
863,"coffee,rice,sugar"
864,milk
865,"coffee,eggs,rice,sugar"
866,tea
867,"eggs,sugar"
868,"butter,coffee,sugar"
869,"butter,jam,oil,tea"
870,"jam,sugar,tea"
871,tea
872,coffee
873,"butter,coffee,jam,sugar"
874,"eggs,oil"
875,"bread,butter,oil"
876,milk
877,eggs
878,"bread,butter,tea"
879,"bread,butter,jam,sugar"
880,"bread,butter,jam,milk,sugar"
881,milk
882,"bread,butter,jam,rice"
883,"coffee,jam"
884,"rice,sugar"
885,"bread,butter,jam,oil,tea"
886,"bread,milk"
887,"bread,butter,eggs,jam,tea"
888,"oil,tea"
889,jam
890,"bread,butter,jam"
891,milk
892,eggs
893,sugar
894,"bread,butter,jam"
895,"coffee,sugar,tea"
896,"butter,jam"
897,"bread,butter,milk"
898,milk
899,"bread,rice"
900,"jam,tea"
901,"coffee,sugar,tea"
902,"butter,jam,rice"
903,tea
904,milk
905,sugar
906,"butter,jam,milk"
907,"jam,rice"
908,"bread,butter,eggs,rice"
909,oil
910,"coffee,sugar,tea"
911,oil
912,"bread,butter,jam,milk"
913,"bread,butter,coffee,jam,milk"
914,"jam,oil"
915,"butter,jam,milk,rice"
916,"bread,butter,coffee,jam,sugar,tea"
917,"butter,coffee,eggs,sugar"
918,"jam,milk,sugar"
919,"milk,sugar,tea"
920,eggs
921,"jam,milk,sugar"
922,"rice,tea"
923,"jam,sugar"
924,"coffee,oil,sugar"
925,"jam,oil"
926,"butter,jam,milk"
927,jam
928,"milk,rice"
929,"butter,jam"
930,rice
931,milk
932,jam
933,"bread,butter"
934,"butter,jam,oil,sugar"
935,rice
936,oil
937,"milk,oil,tea"
938,"coffee,eggs,sugar"
939,"coffee,sugar"
940,eggs
941,"butter,oil,rice"
942,"butter,eggs,jam"
943,"butter,jam,tea"
944,"butter,jam"
945,"rice,sugar"
946,"bread,butter,jam"
947,"bread,coffee,oil,sugar"
948,bread
949,"bread,butter,sugar,tea"
950,milk
951,"coffee,oil,sugar"
952,"bread,butter,oil,sugar"
953,"bread,butter,jam"
954,"bread,coffee,eggs,sugar"
955,"coffee,sugar"
956,oil
957,"rice,sugar"
958,"bread,butter,eggs,jam,sugar"
959,"bread,butter,jam"
960,"coffee,milk,sugar"
961,sugar
962,"eggs,jam"
963,"butter,eggs,jam"
964,"bread,butter,jam,rice,tea"
965,"coffee,eggs,sugar"
966,"bread,butter,jam,milk,rice"
967,rice
968,"coffee,oil,sugar"
969,tea
970,sugar
971,"coffee,eggs,jam,sugar"
972,"butter,jam,milk,oil"
973,"oil,rice"
974,"bread,butter,milk,oil"
975,eggs
976,"oil,rice,tea"
977,"bread,butter,eggs,jam"
978,"milk,tea"
979,"eggs,oil,sugar"
980,tea
981,"butter,coffee,jam,sugar"
982,"coffee,eggs,sugar"
983,oil
984,"coffee,sugar,tea"
985,"bread,butter,eggs,milk"
986,"eggs,milk,oil"
987,sugar
988,milk
989,"milk,oil,tea"
990,"rice,sugar,tea"
991,"butter,eggs"
992,"eggs,oil"
993,"bread,butter"
994,oil
995,"butter,milk"
996,"coffee,sugar"
997,oil
998,"bread,milk"
999,oil
1000,oil
1001,"bread,eggs"
1002,"bread,butter,jam,oil"
1003,"milk,oil,sugar"
1004,eggs
1005,"jam,sugar"
1006,"eggs,sugar"
1007,"coffee,oil,rice,sugar"
1008,"butter,oil"
1009,"butter,jam,sugar"
1010,milk
1011,butter
1012,"jam,sugar"
1013,rice
1014,"milk,sugar"
1015,"jam,oil,tea"
1016,"coffee,sugar"
1017,"coffee,eggs,milk,sugar"
1018,"butter,jam"
1019,"jam,oil"
1020,rice
1021,"bread,butter,eggs,jam,sugar"
1022,"milk,oil,tea"
1023,"eggs,rice"
1024,sugar
1025,"bread,butter,jam,oil,tea"
1026,"eggs,oil,sugar"
1027,"bread,butter,jam"
1028,"jam,milk"
1029,"coffee,rice,sugar"
1030,jam
1031,milk
1032,"bread,butter,eggs"
1033,"butter,rice,tea"
1034,"butter,eggs,milk"
1035,"bread,butter,jam"
1036,"butter,coffee,sugar"
1037,"milk,tea"
1038,bread
1039,"butter,jam"
1040,"coffee,jam,tea"
1041,jam
1042,"coffee,jam,sugar"
1043,"oil,sugar,tea"
1044,"bread,butter,jam,milk"
1045,"butter,jam"
1046,"coffee,sugar"
1047,"butter,sugar"
1048,oil
1049,"coffee,eggs,sugar"
1050,rice
1051,tea
1052,"bread,butter,jam"
1053,"bread,butter,tea"
1054,"eggs,oil,sugar"
1055,"butter,milk"
1056,"butter,rice"
1057,"oil,rice"
1058,"coffee,sugar"
1059,"oil,rice"
1060,"jam,oil,tea"
1061,"jam,rice,sugar"
1062,"butter,jam,milk,tea"
1063,tea
1064,"butter,jam"
1065,"bread,butter,jam,milk,sugar"
1066,"coffee,eggs,milk,sugar"
1067,"jam,milk"
1068,"bread,butter,eggs"
1069,"bread,butter"
1070,"eggs,oil"
1071,"jam,milk"
1072,eggs
1073,"jam,sugar,tea"
1074,oil
1075,"eggs,rice,sugar"
1076,"coffee,oil,rice"
1077,rice
1078,sugar
1079,"eggs,jam"
1080,eggs
1081,"butter,jam"
1082,"bread,butter,tea"
1083,"eggs,tea"
1084,"butter,coffee,jam,sugar"
1085,"eggs,tea"
1086,"oil,tea"
1087,"butter,jam,oil"
1088,oil
1089,"eggs,jam,tea"
1090,"bread,butter,jam,tea"
1091,"butter,eggs,tea"
1092,rice
1093,rice
1094,"coffee,sugar"
1095,"oil,tea"
1096,rice
1097,"bread,butter,jam"
1098,"oil,sugar"
1099,"butter,jam,milk,sugar"
1100,"eggs,milk"
1101,"bread,oil"
1102,sugar
1103,"rice,sugar"
1104,"butter,eggs,jam,oil"
1105,"bread,butter"
1106,"butter,milk,rice"
1107,jam
1108,"milk,tea"
1109,"eggs,jam"
1110,"butter,jam"
1111,eggs
1112,"bread,butter"
1113,"bread,butter,jam"
1114,"jam,tea"
1115,"eggs,oil"
1116,"butter,coffee,milk"
1117,"jam,tea"
1118,"bread,butter,jam"
1119,"bread,butter,jam"
1120,tea
1121,"coffee,eggs,sugar"
1122,sugar
1123,"coffee,sugar,tea"
1124,milk
1125,"jam,oil,rice"
1126,"bread,butter,coffee,eggs,jam,sugar"
1127,sugar
1128,"coffee,rice,sugar,tea"
1129,milk
1130,"butter,rice"
1131,"bread,butter,eggs,jam,milk"
1132,"bread,coffee,sugar"
1133,"bread,butter,jam,milk,tea"
1134,"butter,milk,sugar"
1135,oil
1136,"butter,jam,oil,tea"
1137,"rice,sugar"
1138,"bread,butter,jam,sugar"
1139,"eggs,jam"
1140,"bread,butter,coffee,jam,oil,sugar"
1141,"coffee,eggs,oil,sugar"
1142,eggs
1143,"milk,rice"
1144,"eggs,jam"
1145,rice
1146,"bread,butter,jam,milk,sugar"
1147,"oil,sugar"
1148,"bread,butter,jam,tea"
1149,coffee
1150,"bread,butter,coffee,sugar,tea"
1151,"coffee,oil,sugar,tea"
1152,"rice,sugar"
1153,"coffee,oil,sugar"
1154,"butter,coffee,oil,sugar"
1155,"coffee,sugar"
1156,jam
1157,"coffee,milk,sugar,tea"
1158,sugar
1159,rice
1160,"jam,sugar"
1161,"jam,sugar"
1162,"eggs,jam,tea"
1163,"butter,jam"
1164,"bread,butter,jam"
1165,tea
1166,"coffee,milk,sugar"
1167,"coffee,sugar"
1168,"coffee,eggs,oil"
1169,"coffee,milk,sugar"
1170,rice
1171,jam
1172,bread
1173,"bread,butter,eggs,jam,sugar"
1174,eggs
1175,"coffee,eggs,milk,sugar"
1176,bread
1177,"bread,butter,rice"
1178,"jam,tea"
